kategorie;kategoriename;Anzahl HA;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
S72;Fraktur des Femurs;173691;15,0325;9,8398;197;903;612;757;1009;831;765;715;776;1080;2163;3493;4889;6428;7623;15175;25940;33024;38337;28974;0,0011;0,0052;0,0035;0,0044;0,0058;0,0048;0,0044;0,0041;0,0045;0,0062;0,0125;0,0201;0,0281;0,037;0,0439;0,0874;0,1493;0,1901;0,2207;0,1668
S73;Luxation, Verstauchung und Zerrung des Hüftgelenkes und von Bändern der Hüfte;3069;8,0593;10,1449;7;23;35;60;52;31;30;32;20;41;76;86;131;160;203;429;592;498;381;182;0,0023;0,0075;0,0114;0,0196;0,0169;0,0101;0,0098;0,0104;0,0065;0,0134;0,0248;0,028;0,0427;0,0521;0,0661;0,1398;0,1929;0,1623;0,1241;0,0593
S74;Verletzung von Nerven in Höhe der Hüfte und des Oberschenkels;67;6,2239;5,3338;0;0;1;0;5;4;3;3;4;8;6;9;3;4;5;5;4;2;1;0;0,00;0,00;0,0149;0,00;0,0746;0,0597;0,0448;0,0448;0,0597;0,1194;0,0896;0,1343;0,0448;0,0597;0,0746;0,0746;0,0597;0,0299;0,0149;0,00
S75;Verletzung von Blutgefäßen in Höhe der Hüfte und des Oberschenkels;188;12,234;13,0367;0;2;0;3;11;8;7;7;8;8;13;15;9;14;14;18;23;11;11;6;0,00;0,0106;0,00;0,016;0,0585;0,0426;0,0372;0,0372;0,0426;0,0426;0,0691;0,0798;0,0479;0,0745;0,0745;0,0957;0,1223;0,0585;0,0585;0,0319
S76;Verletzung von Muskeln und Sehnen in Höhe der Hüfte und des Oberschenkels;7267;6,8332;6,6259;4;3;44;206;214;183;229;213;244;416;631;685;740;747;646;767;678;370;204;43;0,0006;0,0004;0,0061;0,0283;0,0294;0,0252;0,0315;0,0293;0,0336;0,0572;0,0868;0,0943;0,1018;0,1028;0,0889;0,1055;0,0933;0,0509;0,0281;0,0059
S77;Zerquetschung der Hüfte und des Oberschenkels;50;10,66;16,0632;0;1;2;1;2;4;3;3;6;4;8;0;4;4;1;0;3;3;1;0;0,00;0,02;0,04;0,02;0,04;0,08;0,06;0,06;0,12;0,08;0,16;0,00;0,08;0,08;0,02;0,00;0,06;0,06;0,02;0,00
S78;Traumatische Amputation an Hüfte und Oberschenkel;27;35,5185;34,0535;0;0;1;0;0;4;0;1;0;4;3;2;3;0;4;2;0;1;1;1;0,00;0,00;0,037;0,00;0,00;0,1481;0,00;0,037;0,00;0,1481;0,1111;0,0741;0,1111;0,00;0,1481;0,0741;0,00;0,037;0,037;0,037
S79;Sonstige und nicht näher bezeichnete Verletzungen der Hüfte und des Oberschenkels;91;3,9121;3,9711;1;0;2;9;10;7;10;5;6;3;6;10;3;3;4;1;3;1;4;3;0,011;0,00;0,022;0,0989;0,1099;0,0769;0,1099;0,0549;0,0659;0,033;0,0659;0,1099;0,033;0,033;0,044;0,011;0,033;0,011;0,044;0,033
S80;Oberflächliche Verletzung des Unterschenkels;18784;7,358;9,186;12;72;169;379;644;575;418;389;376;476;690;829;829;969;1030;1888;2613;2588;2328;1510;0,0006;0,0038;0,009;0,0202;0,0343;0,0306;0,0223;0,0207;0,02;0,0253;0,0367;0,0441;0,0441;0,0516;0,0548;0,1005;0,1391;0,1378;0,1239;0,0804
S81;Offene Wunde des Unterschenkels;6218;9,0618;10,7538;2;39;170;296;291;277;236;216;220;220;402;379;340;363;306;541;572;483;472;393;0,0003;0,0063;0,0273;0,0476;0,0468;0,0445;0,038;0,0347;0,0354;0,0354;0,0647;0,061;0,0547;0,0584;0,0492;0,087;0,092;0,0777;0,0759;0,0632
S82;Fraktur des Unterschenkels, einschließlich des oberen Sprunggelenkes;122648;8,3076;9,0566;38;756;1358;4024;5054;5200;5536;5315;5203;6749;9723;11609;11164;10698;8471;10405;9346;5727;4072;2200;0,0003;0,0062;0,0111;0,0328;0,0412;0,0424;0,0451;0,0433;0,0424;0,055;0,0793;0,0947;0,091;0,0872;0,0691;0,0848;0,0762;0,0467;0,0332;0,0179
S83;Luxation, Verstauchung und Zerrung des Kniegelenkes und von Bändern des Kniegelenkes;47043;3,3354;2,977;0;15;154;2200;7550;7746;6353;4187;3304;3664;3859;2750;1530;1029;658;711;614;401;225;93;0,00;0,0003;0,0033;0,0468;0,1605;0,1647;0,135;0,089;0,0702;0,0779;0,082;0,0585;0,0325;0,0219;0,014;0,0151;0,0131;0,0085;0,0048;0,002
S84;Verletzung von Nerven in Höhe des Unterschenkels;112;5,3036;4,7682;0;0;2;4;11;19;6;7;12;8;10;13;5;5;3;2;1;3;0;1;0,00;0,00;0,0179;0,0357;0,0982;0,1696;0,0536;0,0625;0,1071;0,0714;0,0893;0,1161;0,0446;0,0446;0,0268;0,0179;0,0089;0,0268;0,00;0,0089
S85;Verletzung von Blutgefäßen in Höhe des Unterschenkels;197;10,6599;19,469;1;1;3;3;4;11;9;14;7;10;24;12;8;13;10;9;23;17;7;11;0,0051;0,0051;0,0152;0,0152;0,0203;0,0558;0,0457;0,0711;0,0355;0,0508;0,1218;0,0609;0,0406;0,066;0,0508;0,0457;0,1168;0,0863;0,0355;0,0558
S86;Verletzung von Muskeln und Sehnen in Höhe des Unterschenkels;13598;4,222;4,1865;0;4;26;70;146;274;696;1146;1311;1704;1989;1671;1171;1063;752;728;509;214;101;23;0,00;0,0003;0,0019;0,0051;0,0107;0,0202;0,0512;0,0843;0,0964;0,1253;0,1463;0,1229;0,0861;0,0782;0,0553;0,0535;0,0374;0,0157;0,0074;0,0017
S87;Zerquetschung des Unterschenkels;168;7,7738;11,5596;0;2;5;5;14;18;14;12;8;8;17;13;11;10;8;7;7;3;2;4;0,00;0,0119;0,0298;0,0298;0,0833;0,1071;0,0833;0,0714;0,0476;0,0476;0,1012;0,0774;0,0655;0,0595;0,0476;0,0417;0,0417;0,0179;0,0119;0,0238
S88;Traumatische Amputation am Unterschenkel;43;32,7674;22,8169;1;0;0;1;2;4;6;1;2;2;5;4;2;1;4;1;2;0;5;0;0,0233;0,00;0,00;0,0233;0,0465;0,093;0,1395;0,0233;0,0465;0,0465;0,1163;0,093;0,0465;0,0233;0,093;0,0233;0,0465;0,00;0,1163;0,00
S89;Sonstige und nicht näher bezeichnete Verletzungen des Unterschenkels;268;7,3582;9,127;0;3;3;10;23;20;5;10;9;7;8;21;17;13;12;21;33;35;11;7;0,00;0,0112;0,0112;0,0373;0,0858;0,0746;0,0187;0,0373;0,0336;0,0261;0,0299;0,0784;0,0634;0,0485;0,0448;0,0784;0,1231;0,1306;0,041;0,0261
S90;Oberflächliche Verletzung der Knöchelregion und des Fußes;2278;4,0325;5,677;25;130;153;157;167;172;143;120;83;130;127;129;105;82;77;89;133;117;76;63;0,011;0,0571;0,0672;0,0689;0,0733;0,0755;0,0628;0,0527;0,0364;0,0571;0,0558;0,0566;0,0461;0,036;0,0338;0,0391;0,0584;0,0514;0,0334;0,0277
S91;Offene Wunde der Knöchelregion und des Fußes;1961;6,5569;8,4612;20;132;156;142;149;104;121;93;67;91;115;123;116;106;84;116;100;58;44;24;0,0102;0,0673;0,0796;0,0724;0,076;0,053;0,0617;0,0474;0,0342;0,0464;0,0586;0,0627;0,0592;0,0541;0,0428;0,0592;0,051;0,0296;0,0224;0,0122
S92;Fraktur des Fußes [ausgenommen oberes Sprunggelenk];23069;6,5315;8,1194;1;80;194;589;1047;1350;1565;1504;1460;1596;2256;2476;2195;1768;1163;1390;1136;647;439;213;0,00;0,0035;0,0084;0,0255;0,0454;0,0585;0,0678;0,0652;0,0633;0,0692;0,0978;0,1073;0,0951;0,0766;0,0504;0,0603;0,0492;0,028;0,019;0,0092
S93;Luxation, Verstauchung und Zerrung der Gelenke und Bänder in Höhe des oberen Sprunggelenkes und des Fußes;7316;4,7527;6,5585;1;41;76;214;693;782;655;538;440;478;545;544;418;352;256;330;359;254;205;135;0,0001;0,0056;0,0104;0,0293;0,0947;0,1069;0,0895;0,0735;0,0601;0,0653;0,0745;0,0744;0,0571;0,0481;0,035;0,0451;0,0491;0,0347;0,028;0,0185
S94;Verletzung von Nerven in Höhe des Knöchels und des Fußes;38;4,2632;3,2854;0;0;2;3;4;7;5;6;0;1;2;3;0;2;1;0;1;0;1;0;0,00;0,00;0,0526;0,0789;0,1053;0,1842;0,1316;0,1579;0,00;0,0263;0,0526;0,0789;0,00;0,0526;0,0263;0,00;0,0263;0,00;0,0263;0,00
S95;Verletzung von Blutgefäßen in Höhe des Knöchels und des Fußes;43;7,2326;9,1543;0;0;0;2;1;2;0;1;3;4;6;2;3;4;0;4;2;5;1;3;0,00;0,00;0,00;0,0465;0,0233;0,0465;0,00;0,0233;0,0698;0,093;0,1395;0,0465;0,0698;0,093;0,00;0,093;0,0465;0,1163;0,0233;0,0698
S96;Verletzung von Muskeln und Sehnen in Höhe des Knöchels und des Fußes;943;3,9152;4,5326;1;3;28;43;64;71;100;92;78;84;89;72;75;46;34;37;20;5;1;0;0,0011;0,0032;0,0297;0,0456;0,0679;0,0753;0,106;0,0976;0,0827;0,0891;0,0944;0,0764;0,0795;0,0488;0,0361;0,0392;0,0212;0,0053;0,0011;0,00
S97;Zerquetschung des oberen Sprunggelenkes und des Fußes;285;5,3088;8,4509;0;17;25;20;26;27;23;18;11;23;19;22;16;12;3;6;8;5;2;2;0,00;0,0596;0,0877;0,0702;0,0912;0,0947;0,0807;0,0632;0,0386;0,0807;0,0667;0,0772;0,0561;0,0421;0,0105;0,0211;0,0281;0,0175;0,007;0,007
S98;Traumatische Amputation am oberen Sprunggelenk und Fuß;195;10,2667;11,6216;1;16;15;9;6;8;9;11;10;14;17;17;12;10;11;13;10;5;1;0;0,0051;0,0821;0,0769;0,0462;0,0308;0,041;0,0462;0,0564;0,0513;0,0718;0,0872;0,0872;0,0615;0,0513;0,0564;0,0667;0,0513;0,0256;0,0051;0,00
S99;Sonstige und nicht näher bezeichnete Verletzungen der Knöchelregion und des Fußes;66;5,2879;13,1685;3;5;3;2;4;6;7;2;3;5;5;5;5;1;2;2;3;2;1;0;0,0455;0,0758;0,0455;0,0303;0,0606;0,0909;0,1061;0,0303;0,0455;0,0758;0,0758;0,0758;0,0758;0,0152;0,0303;0,0303;0,0455;0,0303;0,0152;0,00
T00;Oberflächliche Verletzungen mit Beteiligung mehrerer Körperregionen;508;4,3051;6,9447;14;27;18;15;39;39;24;21;17;32;28;23;12;14;14;20;32;39;48;32;0,0276;0,0531;0,0354;0,0295;0,0768;0,0768;0,0472;0,0413;0,0335;0,063;0,0551;0,0453;0,0236;0,0276;0,0276;0,0394;0,063;0,0768;0,0945;0,063
T01;Offene Wunden mit Beteiligung mehrerer Körperregionen;78;3,9103;5,5013;1;3;5;4;7;6;3;8;3;4;7;4;3;3;2;2;5;2;4;2;0,0128;0,0385;0,0641;0,0513;0,0897;0,0769;0,0385;0,1026;0,0385;0,0513;0,0897;0,0513;0,0385;0,0385;0,0256;0,0256;0,0641;0,0256;0,0513;0,0256
T02;Frakturen mit Beteiligung mehrerer Körperregionen;40;19,425;23,8853;1;0;1;3;1;1;2;1;1;0;3;2;3;2;3;3;4;3;4;2;0,025;0,00;0,025;0,075;0,025;0,025;0,05;0,025;0,025;0,00;0,075;0,05;0,075;0,05;0,075;0,075;0,10;0,075;0,10;0,05
T03;Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Körperregionen;10;3,60;2,4585;0;1;0;2;0;0;1;0;1;0;0;0;4;0;0;0;1;0;0;0;0,00;0,10;0,00;0,20;0,00;0,00;0,10;0,00;0,10;0,00;0,00;0,00;0,40;0,00;0,00;0,00;0,10;0,00;0,00;0,00
T04;Zerquetschungen mit Beteiligung mehrerer Körperregionen;5;7,80;12,0291;0;0;1;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0,00;0,00;0,20;0,00;0,00;0,20;0,00;0,00;0,00;0,20;0,00;0,00;0,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T05;Traumatische Amputationen mit Beteiligung mehrerer Körperregionen;7;30,00;20,0998;0;0;0;0;0;2;2;0;0;1;0;0;1;0;1;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,2857;0,2857;0,00;0,00;0,1429;0,00;0,00;0,1429;0,00;0,1429;0,00;0,00;0,00;0,00;0,00
T06;Sonstige Verletzungen mit Beteiligung mehrerer Körperregionen, anderenorts nicht klassifiziert;32;16,8438;21,4282;1;0;0;0;3;4;3;0;2;1;3;2;2;2;1;2;2;4;0;0;0,0313;0,00;0,00;0,00;0,0938;0,125;0,0938;0,00;0,0625;0,0313;0,0938;0,0625;0,0625;0,0625;0,0313;0,0625;0,0625;0,125;0,00;0,00
T07;Nicht näher bezeichnete multiple Verletzungen;90;21,2556;30,0851;0;0;4;4;9;10;6;6;3;7;4;5;10;4;0;7;6;3;2;0;0,00;0,00;0,0444;0,0444;0,10;0,1111;0,0667;0,0667;0,0333;0,0778;0,0444;0,0556;0,1111;0,0444;0,00;0,0778;0,0667;0,0333;0,0222;0,00
T08;Fraktur der Wirbelsäule, Höhe nicht näher bezeichnet;135;9,6593;7,8381;0;2;0;3;0;1;1;1;4;1;8;8;3;7;4;20;19;22;21;10;0,00;0,0148;0,00;0,0222;0,00;0,0074;0,0074;0,0074;0,0296;0,0074;0,0593;0,0593;0,0222;0,0519;0,0296;0,1481;0,1407;0,163;0,1556;0,0741
T09;Sonstige Verletzungen der Wirbelsäule und des Rumpfes, Höhe nicht näher bezeichnet;1185;4,2785;5,425;10;34;91;133;58;56;38;31;23;34;43;46;42;39;38;56;109;101;124;79;0,0084;0,0287;0,0768;0,1122;0,0489;0,0473;0,0321;0,0262;0,0194;0,0287;0,0363;0,0388;0,0354;0,0329;0,0321;0,0473;0,092;0,0852;0,1046;0,0667
T10;Fraktur der oberen Extremität, Höhe nicht näher bezeichnet;2;2,00;1,4142;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T11;Sonstige Verletzungen der oberen Extremität, Höhe nicht näher bezeichnet;78;3,7308;4,4068;2;2;2;3;4;4;6;8;2;3;7;3;1;4;1;6;7;3;3;7;0,0256;0,0256;0,0256;0,0385;0,0513;0,0513;0,0769;0,1026;0,0256;0,0385;0,0897;0,0385;0,0128;0,0513;0,0128;0,0769;0,0897;0,0385;0,0385;0,0897
T12;Fraktur der unteren Extremität, Höhe nicht näher bezeichnet;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T13;Sonstige Verletzungen der unteren Extremität, Höhe nicht näher bezeichnet;136;5,4485;6,9696;10;6;8;7;8;2;2;3;4;5;4;8;6;5;4;8;19;7;11;9;0,0735;0,0441;0,0588;0,0515;0,0588;0,0147;0,0147;0,0221;0,0294;0,0368;0,0294;0,0588;0,0441;0,0368;0,0294;0,0588;0,1397;0,0515;0,0809;0,0662
T14;Verletzung an einer nicht näher bezeichneten Körperregion;2315;4,2022;4,7446;46;140;118;107;141;118;97;108;81;114;144;171;124;114;90;133;166;124;115;64;0,0199;0,0605;0,051;0,0462;0,0609;0,051;0,0419;0,0467;0,035;0,0492;0,0622;0,0739;0,0536;0,0492;0,0389;0,0575;0,0717;0,0536;0,0497;0,0276
T15;Fremdkörper im äußeren Auge;405;1,7111;1,3212;9;114;67;9;9;22;28;18;22;17;18;20;14;10;8;9;7;2;2;0;0,0222;0,2815;0,1654;0,0222;0,0222;0,0543;0,0691;0,0444;0,0543;0,042;0,0444;0,0494;0,0346;0,0247;0,0198;0,0222;0,0173;0,0049;0,0049;0,00
T16;Fremdkörper im Ohr;177;1,4802;1,5598;0;47;71;16;5;2;5;2;4;1;2;0;3;4;4;4;3;2;2;0;0,00;0,2655;0,4011;0,0904;0,0282;0,0113;0,0282;0,0113;0,0226;0,0056;0,0113;0,00;0,0169;0,0226;0,0226;0,0226;0,0169;0,0113;0,0113;0,00
T17;Fremdkörper in den Atemwegen;5314;3,2147;4,8167;320;993;169;88;71;71;84;81;82;108;140;214;213;266;270;413;545;480;416;290;0,0602;0,1869;0,0318;0,0166;0,0134;0,0134;0,0158;0,0152;0,0154;0,0203;0,0263;0,0403;0,0401;0,0501;0,0508;0,0777;0,1026;0,0903;0,0783;0,0546
T18;Fremdkörper im Verdauungstrakt;9058;2,0376;2,9454;179;938;417;258;363;454;427;365;343;348;539;598;590;582;433;598;607;452;389;178;0,0198;0,1036;0,046;0,0285;0,0401;0,0501;0,0471;0,0403;0,0379;0,0384;0,0595;0,066;0,0651;0,0643;0,0478;0,066;0,067;0,0499;0,0429;0,0197
T19;Fremdkörper im Urogenitaltrakt;762;3,3425;3,9934;1;10;17;18;21;33;46;34;22;39;54;65;56;58;48;68;68;53;29;22;0,0013;0,0131;0,0223;0,0236;0,0276;0,0433;0,0604;0,0446;0,0289;0,0512;0,0709;0,0853;0,0735;0,0761;0,063;0,0892;0,0892;0,0696;0,0381;0,0289
T20;Verbrennung oder Verätzung des Kopfes und des Halses;1997;6,5248;13,8689;86;416;89;89;128;134;126;117;99;99;110;113;97;90;46;57;45;29;15;12;0,0431;0,2083;0,0446;0,0446;0,0641;0,0671;0,0631;0,0586;0,0496;0,0496;0,0551;0,0566;0,0486;0,0451;0,023;0,0285;0,0225;0,0145;0,0075;0,006
T21;Verbrennung oder Verätzung des Rumpfes;2845;9,1367;14,5247;192;1059;252;110;105;109;91;97;66;61;93;92;82;76;61;81;91;58;50;19;0,0675;0,3722;0,0886;0,0387;0,0369;0,0383;0,032;0,0341;0,0232;0,0214;0,0327;0,0323;0,0288;0,0267;0,0214;0,0285;0,032;0,0204;0,0176;0,0067
T22;Verbrennung oder Verätzung der Schulter und des Armes, ausgenommen Handgelenk und Hand;2219;7,4412;9,8147;137;745;101;63;85;125;106;131;97;101;108;102;70;57;39;49;47;28;19;9;0,0617;0,3357;0,0455;0,0284;0,0383;0,0563;0,0478;0,059;0,0437;0,0455;0,0487;0,046;0,0315;0,0257;0,0176;0,0221;0,0212;0,0126;0,0086;0,0041
T23;Verbrennung oder Verätzung des Handgelenkes und der Hand;2631;5,4591;8,0915;252;726;88;70;128;161;174;140;114;126;165;129;98;82;47;45;36;24;19;7;0,0958;0,2759;0,0334;0,0266;0,0487;0,0612;0,0661;0,0532;0,0433;0,0479;0,0627;0,049;0,0372;0,0312;0,0179;0,0171;0,0137;0,0091;0,0072;0,0027
T24;Verbrennung oder Verätzung der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß;2595;9,0459;12,7274;175;391;199;220;161;152;148;127;115;111;125;143;126;78;53;61;77;61;47;25;0,0674;0,1507;0,0767;0,0848;0,062;0,0586;0,057;0,0489;0,0443;0,0428;0,0482;0,0551;0,0486;0,0301;0,0204;0,0235;0,0297;0,0235;0,0181;0,0096
T25;Verbrennung oder Verätzung der Knöchelregion und des Fußes;1397;9,3522;11,295;108;261;62;55;58;76;80;50;49;65;71;97;68;69;48;64;52;38;19;7;0,0773;0,1868;0,0444;0,0394;0,0415;0,0544;0,0573;0,0358;0,0351;0,0465;0,0508;0,0694;0,0487;0,0494;0,0344;0,0458;0,0372;0,0272;0,0136;0,005
T26;Verbrennung oder Verätzung, begrenzt auf das Auge und seine Anhangsgebilde;1553;3,2428;3,4218;3;28;16;26;67;146;129;138;131;162;170;170;120;71;43;54;40;21;15;3;0,0019;0,018;0,0103;0,0167;0,0431;0,094;0,0831;0,0889;0,0844;0,1043;0,1095;0,1095;0,0773;0,0457;0,0277;0,0348;0,0258;0,0135;0,0097;0,0019
T27;Verbrennung oder Verätzung der Atemwege;117;3,9573;11,4157;0;2;1;2;4;12;12;13;15;7;8;11;11;1;3;4;5;3;1;2;0,00;0,0171;0,0085;0,0171;0,0342;0,1026;0,1026;0,1111;0,1282;0,0598;0,0684;0,094;0,094;0,0085;0,0256;0,0342;0,0427;0,0256;0,0085;0,0171
T28;Verbrennung oder Verätzung sonstiger innerer Organe;456;6,5702;17,3178;8;87;25;19;27;23;28;18;23;15;33;23;31;19;13;10;17;14;12;11;0,0175;0,1908;0,0548;0,0417;0,0592;0,0504;0,0614;0,0395;0,0504;0,0329;0,0724;0,0504;0,068;0,0417;0,0285;0,0219;0,0373;0,0307;0,0263;0,0241
T29;Verbrennungen oder Verätzungen mehrerer Körperregionen;231;7,0606;12,5859;11;55;13;8;14;13;11;9;8;13;15;18;8;2;4;7;10;5;3;4;0,0476;0,2381;0,0563;0,0346;0,0606;0,0563;0,0476;0,039;0,0346;0,0563;0,0649;0,0779;0,0346;0,0087;0,0173;0,0303;0,0433;0,0216;0,013;0,0173
T30;Verbrennung oder Verätzung, Körperregion nicht näher bezeichnet;232;4,6767;6,2574;23;69;9;12;12;4;7;16;11;11;12;11;8;7;6;3;6;1;2;2;0,0991;0,2974;0,0388;0,0517;0,0517;0,0172;0,0302;0,069;0,0474;0,0474;0,0517;0,0474;0,0345;0,0302;0,0259;0,0129;0,0259;0,0043;0,0086;0,0086
T31;Verbrennungen, klassifiziert nach dem Ausmaß der betroffenen Körperoberfläche;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T32;Verätzungen, klassifiziert nach dem Ausmaß der betroffenen Körperoberfläche;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T33;Oberflächliche Erfrierung;38;4,7105;3,9036;0;0;0;1;0;2;3;1;4;0;4;4;7;2;2;2;3;1;2;0;0,00;0,00;0,00;0,0263;0,00;0,0526;0,0789;0,0263;0,1053;0,00;0,1053;0,1053;0,1842;0,0526;0,0526;0,0526;0,0789;0,0263;0,0526;0,00
T34;Erfrierung mit Gewebsnekrose;77;16,1429;17,1493;0;0;0;1;2;8;1;5;4;8;9;10;6;7;2;5;3;5;1;0;0,00;0,00;0,00;0,013;0,026;0,1039;0,013;0,0649;0,0519;0,1039;0,1169;0,1299;0,0779;0,0909;0,026;0,0649;0,039;0,0649;0,013;0,00
T35;Erfrierung mit Beteiligung mehrerer Körperregionen und nicht näher bezeichnete Erfrierung;4;12,50;10,9697;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,25;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T36;Vergiftung durch systemisch wirkende Antibiotika;94;1,4681;0,8386;0;8;3;13;16;17;10;6;4;2;1;6;3;1;0;1;1;1;0;1;0,00;0,0851;0,0319;0,1383;0,1702;0,1809;0,1064;0,0638;0,0426;0,0213;0,0106;0,0638;0,0319;0,0106;0,00;0,0106;0,0106;0,0106;0,00;0,0106
T37;Vergiftung durch sonstige systemisch wirkende Antiinfektiva und Antiparasitika;30;2,4667;3,2982;1;2;0;1;5;2;4;1;3;2;0;1;0;0;1;2;2;3;0;0;0,0333;0,0667;0,00;0,0333;0,1667;0,0667;0,1333;0,0333;0,10;0,0667;0,00;0,0333;0,00;0,00;0,0333;0,0667;0,0667;0,10;0,00;0,00
T38;Vergiftung durch Hormone und deren synthetische Ersatzstoffe und Antagonisten, anderenorts nicht klassifiziert;533;2,7205;5,5754;5;38;5;20;38;26;18;19;21;40;41;53;33;40;31;27;33;23;18;4;0,0094;0,0713;0,0094;0,0375;0,0713;0,0488;0,0338;0,0356;0,0394;0,075;0,0769;0,0994;0,0619;0,075;0,0582;0,0507;0,0619;0,0432;0,0338;0,0075
T39;Vergiftung durch nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika;3395;1,8745;2,468;7;83;10;256;852;454;335;229;215;207;208;182;95;68;35;41;41;38;26;13;0,0021;0,0244;0,0029;0,0754;0,251;0,1337;0,0987;0,0675;0,0633;0,061;0,0613;0,0536;0,028;0,02;0,0103;0,0121;0,0121;0,0112;0,0077;0,0038
T40;Vergiftung durch Betäubungsmittel und Psychodysleptika [Halluzinogene];1901;3,1541;5,0739;9;35;9;39;211;149;155;141;129;104;126;116;72;69;58;97;120;120;102;40;0,0047;0,0184;0,0047;0,0205;0,111;0,0784;0,0815;0,0742;0,0679;0,0547;0,0663;0,061;0,0379;0,0363;0,0305;0,051;0,0631;0,0631;0,0537;0,021
T41;Vergiftung durch Anästhetika und therapeutische Gase;56;3,0179;7,1133;0;2;1;2;2;6;6;5;5;5;3;5;2;1;0;3;1;2;3;2;0,00;0,0357;0,0179;0,0357;0,0357;0,1071;0,1071;0,0893;0,0893;0,0893;0,0536;0,0893;0,0357;0,0179;0,00;0,0536;0,0179;0,0357;0,0536;0,0357
T42;Vergiftung durch Antiepileptika, Sedativa, Hypnotika und Antiparkinsonmittel;5481;2,468;4,3022;6;97;19;79;284;349;378;395;390;434;578;512;384;278;203;296;292;219;186;102;0,0011;0,0177;0,0035;0,0144;0,0518;0,0637;0,069;0,0721;0,0712;0,0792;0,1055;0,0934;0,0701;0,0507;0,037;0,054;0,0533;0,04;0,0339;0,0186
T43;Vergiftung durch psychotrope Substanzen, anderenorts nicht klassifiziert;6122;2,0691;3,5996;10;112;33;159;648;701;572;527;452;562;628;508;378;229;154;145;134;92;56;22;0,0016;0,0183;0,0054;0,026;0,1058;0,1145;0,0934;0,0861;0,0738;0,0918;0,1026;0,083;0,0617;0,0374;0,0252;0,0237;0,0219;0,015;0,0091;0,0036
T44;Vergiftung durch primär auf das autonome Nervensystem wirkende Arzneimittel;728;2,2637;3,037;13;78;14;24;58;42;32;33;35;42;66;54;56;32;27;33;35;25;15;14;0,0179;0,1071;0,0192;0,033;0,0797;0,0577;0,044;0,0453;0,0481;0,0577;0,0907;0,0742;0,0769;0,044;0,0371;0,0453;0,0481;0,0343;0,0206;0,0192
T45;Vergiftung durch primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert;1947;4,2789;4,6668;19;110;13;34;80;39;45;32;26;32;46;56;61;77;98;213;321;311;241;93;0,0098;0,0565;0,0067;0,0175;0,0411;0,02;0,0231;0,0164;0,0134;0,0164;0,0236;0,0288;0,0313;0,0395;0,0503;0,1094;0,1649;0,1597;0,1238;0,0478
