drg;name;AnzahlHA;mwVwd;vwdStd;AnzKLHA;AntKLHA;AnzLLHA;AntLLHA
M04B;Eingriffe am Hoden außer bei Fournier-Gangrän, ohne äußerst schwere CC, mit bestimmtem Eingriff am Hoden;5796;3,6951;2,9336;805;0,1389;420;0,0725
M04C;Eingriffe am Hoden außer bei Fournier-Gangrän, ohne äußerst schwere CC, Alter < 3 Jahre;3766;1,7461;1,1038;2052;0,5449;89;0,0236
M04D;Eingriffe am Hoden außer bei Fournier-Gangrän, ohne äußerst schwere CC, Alter > 2 Jahre, ohne bestimmten Eingriff am Hoden;28072;2,6365;2,6552;11650;0,415;1770;0,0631
M05Z;Zirkumzision, andere Eingriffe am Penis und großflächige Ablationen der Haut;8515;2,0127;2,4577;5306;0,6231;342;0,0402
M06Z;Andere OR-Prozeduren an den männlichen Geschlechtsorganen;2324;5,8688;4,4402;164;0,0706;154;0,0663
M07Z;Brachytherapie bei Krankheiten und Störungen der männlichen Geschlechtsorgane, Implantation von > 10 Seeds;910;1,7692;0,8909;436;0,4791;27;0,0297
M09A;OR-Prozeduren an den männlichen Geschlechtsorganen bei bösartiger Neubildung mit äußerst schweren CC oder bestimmte Eingriffe an den Beckenorganen beim Mann ohne äußerst schwere CC;4765;11,4145;5,6923;119;0,025;365;0,0766
M09B;OR-Prozeduren an den männlichen Geschlechtsorganen bei bösartiger Neubildung ohne äußerst schwere CC;5494;5,7195;4,1508;605;0,1101;362;0,0659
M10A;Strahlentherapie bei Krankheiten und Störungen der männlichen Geschlechtsorgane, mehr als ein Belegungstag, mehr als 9 Bestrahlungen;452;28,2721;13,0654;10;0,0221;54;0,1195
M10B;Strahlentherapie bei Krankheiten und Störungen der männlichen Geschlechtsorgane, mehr als ein Belegungstag, weniger als 10 Bestrahlungen oder interstitielle Brachytherapie;1316;5,6079;6,3357;126;0,0957;116;0,0881
M11Z;Transurethrale Laserdestruktion und -resektion der Prostata;8496;5,4642;3,3979;28;0,0033;609;0,0717
M37Z;Große Eingriffe an Darm oder Harnblase bei Erkrankungen und Störungen der männlichen Geschlechtsorgane oder Eingriffe am Hoden bei Fournier-Gangrän mit äußerst schweren CC;681;23,1997;14,5351;30;0,0441;132;0,1938
M38Z;Komplizierende Konstellation mit operativem Eingriff bei Krankheiten und Störungen der männlichen Geschlechtsorgane;119;31,437;33,484;10;0,084;27;0,2269
M60A;Bösartige Neubildungen der männlichen Geschlechtsorgane, mehr als ein Belegungstag, Alter < 11 Jahre oder mit äußerst schweren CC;2970;12,9337;9,0688;263;0,0886;235;0,0791
M60B;Bösartige Neubildungen der männlichen Geschlechtsorgane, ein Belegungstag oder Alter > 10 Jahre, ohne äußerst schwere CC, mit hoch- und mittelgradig komplexer Chemotherapie;4541;5,8403;2,7866;107;0,0236;348;0,0766
M60C;Bösartige Neubildungen der männlichen Geschlechtsorgane, ein Belegungstag oder Alter > 10 Jahre, ohne äußerst schwere CC, ohne hoch- und mittelgradig komplexe Chemotherapie;25310;4,0173;4,5621;10551;0,4169;1422;0,0562
M61Z;Benigne Prostatahyperplasie;6315;2,825;3,1349;3168;0,5017;315;0,0499
M62Z;Infektion / Entzündung der männlichen Geschlechtsorgane;20218;4,5894;3,0276;2286;0,1131;1081;0,0535
M64Z;Andere Krankheiten der männlichen Geschlechtsorgane und Sterilisation beim Mann;4445;2,6209;2,8113;2098;0,472;239;0,0538
N01A;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie mit äußerst schweren CC, mit komplexem Eingriff oder komplizierender Konstellation;122;30,2295;17,7349;1;0,0082;17;0,1393
N01B;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie mit äußerst schweren CC, ohne komplexen Eingriff, ohne komplizierende Konstellation, mit Multiviszeraleingriff;803;21,6986;10,1941;3;0,0037;93;0,1158
N01C;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie mit äußerst schweren CC, ohne komplexen Eingriff, ohne komplizierende Konstellation, ohne Multiviszeraleingriff;2227;20,9852;12,5534;10;0,0045;303;0,1361
N01D;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie mit schweren CC;1661;14,8447;6,5377;6;0,0036;121;0,0728
N01E;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie ohne äußerst schwere oder schwere CC;5439;11,2394;4,9067;60;0,011;323;0,0594
N02A;Eingriffe an Uterus und Adnexen und große operative Eingriffe an Vagina, Zervix und Vulva bei bösartiger Neubildung der weiblichen Geschlechtsorgane od. best. laparoskop. Resektion an Sigma und Rektum od.Rekonstr. von Vagina und Vulva, mit äuß. schw. CC;1895;19,9979;12,9215;69;0,0364;216;0,114
N02B;Eingriffe an Uterus und Adnexen und große operative Eingriffe an Vagina, Zervix und Vulva bei bösartiger Neubildung der weiblichen Geschlechtsorgane, mit CC oder best. laparoskopische Resektion an Sigma und Rektum od. Rekonstruktion von Vagina und Vulva;4138;11,0812;7,2892;327;0,079;345;0,0834
N02C;Eingriffe an Uterus und Adnexen und große operative Eingriffe an Vagina, Zervix und Vulva bei bösartiger Neubildung der weiblichen Geschlechtsorgane, ohne CC;12083;6,3554;3,9197;706;0,0584;556;0,046
N04Z;Hysterektomie außer bei bösartiger Neubildung, mit äußerst schweren oder schweren CC oder komplexem Eingriff oder selektive Embolisation an anderen abdominalen Gefäßen;6059;8,4927;6,3677;48;0,0079;633;0,1045
N05A;Ovariektomien und komplexe Eingriffe an den Tubae uterinae außer bei bösartiger Neubildung, mit äußerst schweren oder schweren CC;1489;10,8428;8,2906;86;0,0578;117;0,0786
N05B;Ovariektomien und komplexe Eingriffe an den Tubae uterinae außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC;25174;3,3518;2,2897;3988;0,1584;1328;0,0528
N06Z;Komplexe rekonstruktive Eingriffe an den weiblichen Geschlechtsorganen;24170;5,7351;2,9769;278;0,0115;823;0,0341
N07Z;Andere Eingriffe an Uterus und Adnexen außer bei bösartiger Neubildung, mit komplexer Diagnose;15760;3,4487;2,6757;3290;0,2088;1166;0,074
N08Z;Endoskopische Eingriffe an den weiblichen Geschlechtsorganen;17249;3,0275;2,5939;4444;0,2576;733;0,0425
N09A;Brachytherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, ein Belegungstag;684;1,00;0,00;0;0,00;0;0,00
N09B;Andere Eingriffe an Vagina, Zervix und Vulva;22353;1,9544;2,6799;15229;0,6813;908;0,0406
N10Z;Diagnostische Kürettage, Hysteroskopie, Sterilisation, Pertubation;24838;1,6658;1,8951;18067;0,7274;817;0,0329
N11A;Andere OR-Prozeduren an den weiblichen Geschlechtsorganen mit bestimmtem Eingriff;463;14,6523;13,8499;76;0,1641;63;0,1361
N11B;Andere OR-Prozeduren an den weiblichen Geschlechtsorganen ohne bestimmten Eingriff;1684;10,9673;10,706;372;0,2209;189;0,1122
N13A;Große Eingriffe an Vagina, Zervix und Vulva außer bei bösartiger Neubildung, Alter > 80 Jahre oder äußerst schwere oder schwere CC;585;7,1162;8,9048;118;0,2017;52;0,0889
N13B;Große Eingriffe an Vagina, Zervix und Vulva außer bei bösartiger Neubildung, Alter < 81 Jahre, ohne äußerst schwere oder schwere CC;3696;2,3934;2,3352;1916;0,5184;137;0,0371
N14Z;Hysterektomie außer bei bösartiger Neubildung mit Beckenbodenplastik oder Brachytherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, mehr als ein Belegungstag, mit äußerst schweren CC;21403;6,2514;2,3668;12;0,0006;548;0,0256
N15Z;Strahlentherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, mehr als ein Belegungstag, mehr als 9 Bestrahlungen;1079;30,7006;17,8438;62;0,0575;264;0,2447
N16Z;Strahlentherapie, weniger als 10 Bestrahlungen oder Brachytherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, mehr als ein Belegungstag;2822;5,1081;5,4088;0;0,00;294;0,1042
N21Z;Hysterektomie außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC, ohne komplexen Eingriff, ohne Beckenbodenplastik oder komplexe Myomenukleation;64657;4,8535;2,0033;353;0,0055;2488;0,0385
N23Z;Andere rekonstruktive Eingriffe an den weiblichen Geschlechtsorganen oder andere Myomenukleation;8567;3,5976;1,9632;822;0,0959;320;0,0374
N25Z;Andere Eingriffe an Uterus und Adnexen außer bei bösartiger Neubildung, ohne komplexe Diagnose, oder diagnostische Laparoskopie, oder best. Eingriff an den Parametrien;34862;2,2657;1,9341;15482;0,4441;1007;0,0289
N33Z;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen der weiblichen Geschlechtsorgane;242;38,9545;28,1318;6;0,0248;54;0,2231
N34Z;Große Eingriffe an Darm oder Harnblase bei Krankheiten und Störungen der weiblichen Geschlechtsorgane;2658;16,4041;11,4257;121;0,0455;263;0,0989
N38Z;Komplizierende Konstellation mit bestimmtem operativen Eingriff bei Krankheiten und Störungen der weiblichen Geschlechtsorgane;325;31,1262;20,9252;16;0,0492;71;0,2185
N60A;Bösartige Neubildung der weiblichen Geschlechtsorgane, mehr als ein Belegungstag, Alter < 19 Jahre oder äußerst schwere CC;4018;13,49;10,4239;412;0,1025;409;0,1018
N60B;Bösartige Neubildung der weiblichen Geschlechtsorgane, ein Belegungstag oder Alter > 18 Jahre, ohne äußerst schwere CC;27051;4,2867;5,1979;11038;0,408;2168;0,0801
N61Z;Infektion und Entzündung der weiblichen Geschlechtsorgane;13157;3,8057;2,7641;2512;0,1909;545;0,0414
N62A;Menstruationsstörungen und andere Erkrankungen der weiblichen Geschlechtsorgane mit komplexer Diagnose;7606;2,7392;3,0596;3584;0,4712;438;0,0576
N62B;Menstruationsstörungen und andere Erkrankungen der weiblichen Geschlechtsorgane ohne komplexe Diagnose;15726;1,7278;1,3264;9363;0,5954;556;0,0354
O01A;Sectio caesarea mit mehreren komplizierenden Diagnosen, Schwangerschaftsdauer bis 25 vollendete Wochen (SSW) oder mit intrauteriner Therapie oder komplizierender Konstellation oder Mehrlingsschwangerschaft;1647;25,9945;23,0446;252;0,153;353;0,2143
O01B;Sectio caesarea mit mehreren kompliz. Diagnosen, Schwangerschaftsdauer > 25 vollend. Wochen (SSW), ohne intraut. Ther., oh. kompliz. Konstell., oh. Mehrlingsschw. od. bis 33 SSW od. mit kompl. Diag., mit od. oh. kompliz. Diag., mit äuß. schw. CC;1079;14,2484;11,1529;33;0,0306;177;0,164
O01C;Sectio caesarea mit mehreren kompliz. Diag., Schwangerschaftsdauer 26 bis 33 SSW, oh. intraut. Ther., oh. kompliz. Konstell.,oh. Mehrlingsschw. od. mit kompliz. Diag., bis 25 SSW od. Thromboembolie in Gestationsperiode m. OR-Proz., oh. äuß. schw. CC;6429;14,1593;12,3795;211;0,0328;951;0,1479
O01D;Sekundäre Sectio caesarea m. mehrer. kompliz. Diagn., Schwangerschaftsdauer > 33 vollendete Wochen (SSW), oh. intraut. Ther., oh. kompliz. Konst., ohne Mehrlingsschw. od. bis 33 SSW od. m. kompl. Diag., mit od. ohne kompliz. Diag., oh. äuß. schw. CC;15417;7,1219;4,1735;82;0,0053;1034;0,0671
O01E;Sekundäre Sectio caesarea mit komplizierender Diagnose, Schwangerschaftsdauer mehr als 33 vollendete Wochen (SSW), ohne komplexe Diagnose;23087;5,7668;2,2734;150;0,0065;1189;0,0515
O01F;Primäre Sectio caesarea ohne äuß. schwere CC, mit komplizierender oder komplexer Diagnose oder Schwangerschaftsdauer bis 33 vollendete Wochen (SSW) oder sekundäre Sectio caesarea, ohne komplizierende oder komplexe Diagnose, SSW > 33 vollendete Wochen;55744;5,4018;2,7644;327;0,0059;3240;0,0581
O01G;Primäre Sectio caesarea mit komplizierender Diagnose, Schwangerschaftsdauer mehr als 33 vollendete Wochen (SSW), ohne komplexe Diagnose;14972;5,1884;2,9188;95;0,0063;765;0,0511
O01H;Primäre Sectio caesarea ohne komplizierende Diagnose, Schwangerschaftsdauer mehr als 33 vollendete Wochen (SSW), ohne komplexe Diagnose;53416;4,3468;1,4531;329;0,0062;1171;0,0219
O02A;Vaginale Entbindung mit kompl. OR-Prozedur, Schwangerschaftsdauer bis 33 vollend. Wochen od. mit intrauteriner Therapie od. kompliz. Konstellation od. best. Operation am Uterus od. Nephrektomie;1227;8,0619;12,1776;182;0,1483;132;0,1076
O02B;Vaginale Entbindung mit komplizierender OR-Prozedur, Schwangerschaftsdauer mehr als 33 vollendete Wochen, ohne intrauterine Therapie, ohne komplizierende Konstellation, ohne best. Operation am Uterus, ohne Nephrektomie;14231;4,2181;2,1399;518;0,0364;786;0,0552
O03Z;Extrauteringravidität;10836;2,9597;1,6904;1592;0,1469;707;0,0652
O04A;Stationäre Aufnahme nach Entbindung oder Abort mit OR-Prozedur mit komplexem Eingriff;336;6,6786;5,0529;33;0,0982;27;0,0804
O04B;Stationäre Aufnahme nach Entbindung oder Abort mit OR-Prozedur ohne komplexen Eingriff;3368;2,7764;2,7733;1448;0,4299;232;0,0689
O05A;Cerclage und Muttermundverschluss oder komplexe OR-Prozedur oder bestimmte intrauterine Operation am Feten;2669;9,3541;11,9762;559;0,2094;217;0,0813
O05B;Bestimmte OR-Prozeduren in der Schwangerschaft ohne Cerclage, ohne Muttermundverschluss, ohne komplexe OR-Prozedur, ohne bestimmte intrauterine Operation am Feten;1577;4,5916;6,7242;486;0,3082;101;0,064
O06Z;Intrauterine Therapie des Feten;571;3,8039;5,8077;166;0,2907;39;0,0683
O40Z;Abort mit Dilatation und Kürettage, Aspirationskürettage oder Hysterotomie;24270;1,7885;2,0641;16382;0,675;829;0,0342
O60A;Vaginale Entbindung mit mehreren komplizierenden Diagnosen, mindestens eine schwer, Schwangerschaftsdauer bis 33 vollendete Wochen oder mit komplizierender Konstellation;1485;15,6633;18,3467;276;0,1859;217;0,1461
O60B;Vaginale Entbindung mit mehreren komplizierenden Diagnosen, mindestens eine schwer, Schwangerschaftsdauer mehr als 33 vollendete Wochen, ohne komplizierende Konstellation oder Thromboembolie während der Gestationsperiode ohne OR-Prozedur;14428;5,0073;2,6971;384;0,0266;1181;0,0819
O60C;Vaginale Entbindung mit schwerer oder mäßig schwerer komplizierender Diagnose;81126;3,9249;2,0784;3917;0,0483;2886;0,0356
O60D;Vaginale Entbindung ohne komplizierende Diagnose;252336;3,1213;1,3067;25081;0,0994;9230;0,0366
O61Z;Stationäre Aufnahme nach Entbindung oder Abort ohne OR-Prozedur;15177;3,4182;2,134;2694;0,1775;556;0,0366
O63Z;Abort ohne Dilatation und Kürettage, Aspirationskürettage oder Hysterotomie;4295;1,7818;1,7359;2448;0,57;82;0,0191
O65A;Andere vorgeburtliche stationäre Aufnahme mit äußerst schweren CC oder komplexer Diagnose oder best. Placenta praevia mit schweren CC, Schwangerschaftsdauer 20 bis 33 vollendete Wochen;13343;8,738;11,1991;3225;0,2417;1155;0,0866
O65B;Andere vorgeburtliche stationäre Aufnahme mit äußerst schweren CC oder komplexer Diagnose oder best. Placenta praevia mit schweren CC, Schwangerschaftsdauer bis 19 oder mehr als 33 vollendete Wochen (SSW) oder mit schweren CC oder 26 bis 33 SSW;56507;3,9424;4,5575;15028;0,2659;2581;0,0457
O65C;Andere vorgeburtliche stationäre Aufnahme ohne äußerst schwere oder schwere CC, ohne komplexe Diagnose, ohne best. Placenta praevia oder ohne schwere CC, Schwangerschaftsdauer bis 25 oder mehr als 33 vollendete Wochen;141227;2,7703;2,8773;54203;0,3838;6356;0,045
P01Z;Neugeborenes, verstorben < 5 Tage nach Aufnahme mit signifikanter OR-Prozedur;64;2,5313;1,321;0;0,00;0;0,00
P02A;Kardiothorakale oder Gefäßeingriffe bei Neugeborenen, Beatmung > 480 Stunden;94;85,6596;52,1591;0;0,00;50;0,5319
P02B;Kardiothorakale oder Gefäßeingriffe bei Neugeborenen, Beatmung > 143 und < 481 Stunden oder Eingriff bei univentrikulärem Herzen;314;34,8439;26,071;6;0,0191;68;0,2166
P02C;Kardiothorakale oder Gefäßeingriffe bei Neugeborenen ohne Beatmung > 143 Stunden, ohne Eingriffe bei univentrikulärem Herzen;295;20,122;10,5359;11;0,0373;18;0,061
P03A;Neugeborenes, Aufnahmegewicht 1000 - 1499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen oder mehrzeitigen komplexen OR-Prozeduren, mit Beatmung > 479 Stunden;840;69,7119;29,8594;7;0,0083;144;0,1714
P03B;Neugeborenes, Aufnahmegewicht 1000 - 1499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, mit Beatmung > 120 und < 480 Stunden oder mit mehrzeitigen komplexen OR-Prozeduren, ohne Beatmung > 479 Stunden;1105;50,409;20,221;72;0,0652;107;0,0968
P03C;Neugeborenes, Aufnahmegewicht 1000 - 1499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, ohne Beatmung > 120 Stunden oder ohne mehrere schwere Probleme, ohne mehrzeitige komplexe OR-Prozeduren;1233;47,1241;17,0614;63;0,0511;112;0,0908
P04A;Neugeborenes, Aufnahmegewicht 1500 - 1999 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen oder mehrzeitigen komplexen OR-Prozeduren, mit Beatmung > 240 Stunden;342;55,4591;35,5873;16;0,0468;73;0,2135
P04B;Neugeborenes, Aufnahmegewicht 1500 - 1999 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen oder mehrzeitigen komplexen OR-Prozeduren, ohne Beatmung > 240 Stunden;809;35,7948;20,2855;59;0,0729;80;0,0989
P04C;Neugeborenes, Aufnahmegewicht 1500 - 1999 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, ohne mehrere schwere Probleme, ohne mehrzeitige komplexe OR-Prozeduren;704;32,7173;12,2588;22;0,0313;34;0,0483
P05A;Neugeborenes, Aufnahmegewicht 2000 - 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, mit Beatmung > 120 Stunden oder mit mehrzeitigen komplexen OR-Prozeduren;543;38,2818;38,2066;32;0,0589;96;0,1768
P05B;Neugeborenes, Aufnahmegewicht 2000 - 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, ohne Beatmung > 120 Stunden, ohne mehrzeitige komplexe OR-Prozeduren;366;24,3852;15,3168;25;0,0683;56;0,153
P05C;Neugeborenes, Aufnahmegewicht 2000 - 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, ohne mehrere schwere Probleme, ohne mehrzeitige komplexe OR-Prozeduren;446;20,7735;11,756;33;0,074;40;0,0897
P06A;Neugeborenes, Aufnahmegewicht > 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, mit Beatmung > 120 Stunden oder mehrzeitigen komplexen OR-Prozeduren;1246;32,5626;32,514;51;0,0409;243;0,195
P06B;Neugeborenes, Aufnahmegewicht > 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, ohne Beatmung > 120 Stunden, ohne mehrzeitige komplexe OR-Prozeduren;1083;19,0619;15,6393;45;0,0416;139;0,1283
P06C;Neugeborenes, Aufnahmegewicht > 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, ohne mehrere schwere Probleme;1230;11,2041;9,7946;210;0,1707;71;0,0577
P60A;Neugeborenes, verstorben < 5 Tage nach Aufnahme ohne signifikante OR-Prozedur;1037;1,2546;0,6433;0;0,00;0;0,00
P60B;Neugeborenes, verlegt < 5 Tage nach Aufnahme ohne signifikante OR-Prozedur, zuverlegt oder Beatmung > 24 Stunden;1652;1,8856;0,9324;0;0,00;0;0,00
P60C;Neugeborenes, verlegt < 5 Tage nach Aufnahme ohne signifikante OR-Prozedur, nicht zuverlegt, ohne Beatmung > 24 Stunden (Mindestverweildauer 24 Stunden für das Krankenhaus, in dem die Geburt stattfindet);10541;1,4102;0,7912;0;0,00;0;0,00
P61A;Neugeborenes, Aufnahmegewicht < 600 g mit signifikanter OR-Prozedur;226;118,3717;51,267;25;0,1106;78;0,3451
P61B;Neugeborenes, Aufnahmegewicht < 600 g ohne signifikante OR-Prozedur;347;92,1556;45,0364;49;0,1412;93;0,268
P61C;Neugeborenes, Aufnahmegewicht 600 - 749 g mit signifikanter OR-Prozedur;268;109,1157;48,0927;25;0,0933;110;0,4104
P61D;Neugeborenes, Aufnahmegewicht 600 - 749 g ohne signifikante OR-Prozedur;565;82,4018;31,2813;48;0,085;150;0,2655
P61E;Neugeborenes, Aufnahmegewicht < 750 g, verstorben < 29 Tage nach Aufnahme;108;11,50;6,095;0;0,00;0;0,00
P62A;Neugeborenes, Aufnahmegewicht 750 - 999 g mit signifikanter OR-Prozedur;271;86,1328;44,4926;34;0,1255;70;0,2583
P62B;Neugeborenes, Aufnahmegewicht 750 - 874 g ohne signifikante OR-Prozedur;527;74,7021;27,2925;32;0,0607;139;0,2638
P62C;Neugeborenes, Aufnahmegewicht 875 - 999 g ohne signifikante OR-Prozedur;941;64,3082;22,0885;45;0,0478;141;0,1498
P62D;Neugeborenes, Aufnahmegewicht 750 - 999 g, verstorben < 29 Tage nach Aufnahme;40;12,30;5,8625;0;0,00;2;0,05
P63Z;Neugeborenes, Aufnahmegewicht 1000 - 1249 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden;536;40,7743;15,7663;35;0,0653;49;0,0914
P64Z;Neugeborenes, Aufnahmegewicht 1250 - 1499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden;1729;33,753;12,1586;47;0,0272;140;0,081
P65A;Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit mehreren schweren Problemen;983;28,8332;12,4586;40;0,0407;72;0,0732
P65B;Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit schwerem Problem;2967;25,0674;10,047;72;0,0243;175;0,059
P65C;Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit anderem Problem;4347;19,5112;8,1741;140;0,0322;213;0,049
P65D;Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, ohne Problem;613;11,7243;6,6934;45;0,0734;39;0,0636
P66A;Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Std., mit mehreren schweren Problemen od. Ng., Aufnahmegew. > 2499 g oh. OR-Proz., oh. Beatmung > 95 Std., m. mehreren schw. Probl., mit Hypothermiebehandlung;1277;19,4205;11,6815;32;0,0251;109;0,0854
P66B;Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit schwerem Problem;4588;15,2075;8,6588;242;0,0527;302;0,0658
P66C;Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit anderem Problem;11678;11,3728;6,5709;773;0,0662;828;0,0709
P66D;Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, ohne Problem oder neugeborener Mehrling, Aufnahmegewicht > 2499 g ohne OR-Prozedur, ohne Beatmung > 95 Stunden, ohne Problem oder ein Belegungstag;20146;4,7929;2,5108;457;0,0227;1776;0,0882
P67A;Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit mehreren schweren Problemen oder mit schwerem Problem, mit Hypothermiebehandlung;5045;11,4083;10,4684;230;0,0456;441;0,0874
P67B;Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Std., mit schwerem Problem, ohne Hypothermiebehandlung oder mit anderem Problem, mehr als ein Belegungstag oder mit nicht signifikanter OR-Proz., mit kompliz. Diagn.;20931;7,2014;5,643;553;0,0264;1431;0,0684
P67C;Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit anderem Problem, mehr als ein Belegungstag oder mit nicht signifikanter OR-Prozedur, ohne komplizierende Diagnose;49445;5,2535;3,0853;48;0,001;3581;0,0724
P67D;Neugeborener Einling, Aufnahmegewicht > 2499 g ohne OR-Prozedur, ohne Beatmung > 95 Stunden, ohne schweres Problem, ohne anderes Problem oder ein Belegungstag;508162;3,1712;1,2756;38352;0,0755;16503;0,0325
Q01Z;Eingriffe an der Milz;1615;11,9474;9,3565;41;0,0254;176;0,109
Q02A;Verschiedene OR-Prozeduren bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems mit äußerst schweren CC;2002;19,9151;15,1534;166;0,0829;292;0,1459
Q02B;Verschiedene OR-Prozeduren bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems ohne äußerst schwere CC, Alter < 6 Jahre;291;6,4021;4,9319;18;0,0619;21;0,0722
Q02C;Verschiedene OR-Prozeduren bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems ohne äußerst schwere CC, Alter > 5 Jahre;5998;7,6902;6,7122;1053;0,1756;444;0,074
Q03A;Kleine Eingriffe bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems, Alter < 10 Jahre;343;4,9475;4,6951;71;0,207;23;0,0671
Q03B;Kleine Eingriffe bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems, Alter > 9 Jahre;7321;4,1164;4,4271;2002;0,2735;576;0,0787
Q60A;Erkrankungen des retikuloendothelialen Systems, des Immunsystems und Gerinnungsstörungen mit komplexer Diagnose oder äußerst schweren oder schweren CC, mit Milzverletzung oder Granulozytenstörung, Alter < 16 Jahre;204;7,951;6,431;44;0,2157;14;0,0686
Q60B;Erkrankungen des retikuloendothelialen Systems, des Immunsystems und Gerinnungsstörungen mit komplexer Diagnose oder äußerst schweren oder schweren CC, ohne Milzverletzung, ohne Granulozytenstörung, Alter < 1 Jahr;368;4,837;6,7904;100;0,2717;21;0,0571
Q60C;Erkrankungen des retikuloendothelialen Systems, des Immunsystems und Gerinnungsstörungen mit komplexer Diagnose oder äußerst schweren oder schweren CC, ohne Milzverletzung, ohne Granulozytenstörung oder Alter > 15 Jahre;35147;6,0415;5,5666;5047;0,1436;2220;0,0632
Q60D;Erkrankungen des retikuloendothelialen Systems, des Immunsystems und Gerinnungsstörungen ohne komplexe Diagnose, ohne äußerst schwere oder schwere CC, Alter < 16 Jahre;4154;3,5494;2,4797;927;0,2232;193;0,0465
Q60E;Erkrankungen des retikuloendothelialen Systems, des Immunsystems und Gerinnungsstörungen ohne komplexe Diagnose, ohne äußerst schwere oder schwere CC, Alter > 15 Jahre;5037;3,3365;3,0314;1658;0,3292;195;0,0387
Q61A;Erkrankungen der Erythrozyten ohne komplexe Diagnose, ohne aplastische Anämie, mit äußerst schweren CC;6433;11,1506;7,735;738;0,1147;364;0,0566
Q61B;Erkrankungen der Erythrozyten mit komplexer Diagnose;6301;7,6707;5,7034;937;0,1487;378;0,06
Q61C;Erkrankungen der Erythrozyten ohne komplexe Diagnose, mit aplastischer Anämie, Alter < 16 Jahre;898;2,6114;5,5256;642;0,7149;51;0,0568
Q61D;Erkrankungen der Erythrozyten ohne komplexe Diagnose, mit aplastischer Anämie, Alter > 15 Jahre;7848;6,5381;7,0845;1705;0,2173;748;0,0953
