drg;name;AnzahlBA;mwVwd;vwdStd;AnzKLBA;AntKLBA;AnzLLBA;AntLLBA
L69B;Andere schwere Erkrankungen der Harnorgane, mehr als ein Belegungstag, Alter > 15 Jahre;63;6,2857;4,1248;0;0,00;1;0,0159
L70A;Krankheiten und Störungen der Harnorgane, ein Belegungstag, Alter < 6 Jahre;0;0,00;NULL;0;0,00;0;0,00
L70B;Krankheiten und Störungen der Harnorgane, ein Belegungstag, Alter > 5 Jahre;247;1,00;0,00;0;0,00;0;0,00
L71Z;Niereninsuffizienz, ein Belegungstag mit Dialyse;2;1,00;0,00;0;0,00;0;0,00
L72Z;Thrombotische Mikroangiopathie oder Hämolytisch-urämisches Syndrom;0;0,00;NULL;0;0,00;0;0,00
L73Z;Harnblasenlähmung, mehr als ein Belegungstag;5;2,60;0,5477;0;0,00;0;0,00
L74Z;Bestimmte Krankheiten und Störungen der Harnorgane bei Para- / Tetraplegie;114;3,5263;2,7786;31;0,2719;3;0,0263
L90A;Niereninsuffizienz, teilstationär, Alter < 15 Jahre;0;0,00;NULL;0;0,00;0;0,00
L90B;Niereninsuffizienz, teilstationär, Alter > 14 Jahre mit Peritonealdialyse;0;0,00;NULL;0;0,00;0;0,00
L90C;Niereninsuffizienz, teilstationär, Alter > 14 Jahre ohne Peritonealdialyse;0;0,00;NULL;0;0,00;0;0,00
M01A;Große Eingriffe an den Beckenorganen beim Mann mit äußerst schweren CC;12;15,75;6,6486;1;0,0833;0;0,00
M01B;Große Eingriffe an den Beckenorganen beim Mann ohne äußerst schwere CC oder bestimmte Eingriffe an den Beckenorganen beim Mann mit äußerst schweren CC;771;11,5422;4,0419;3;0,0039;63;0,0817
M02A;Transurethrale Prostataresektion mit äußerst schweren CC;141;10,5248;5,9577;4;0,0284;3;0,0213
M02B;Transurethrale Prostataresektion ohne äußerst schwere CC;5825;6,1403;2,5066;27;0,0046;264;0,0453
M03A;Eingriffe am Penis, Alter < 6 Jahre;48;3,0208;1,6821;5;0,1042;0;0,00
M03B;Eingriffe am Penis, Alter > 5 Jahre und Alter < 18 Jahre;17;2,5294;1,6627;6;0,3529;0;0,00
M03C;Eingriffe am Penis, Alter > 17 Jahre;216;4,9028;4,114;40;0,1852;15;0,0694
M04A;Eingriffe am Hoden bei Fournier-Gangrän oder mit äußerst schweren CC;21;12,5238;11,3957;2;0,0952;2;0,0952
M04B;Eingriffe am Hoden außer bei Fournier-Gangrän, ohne äußerst schwere CC, mit bestimmtem Eingriff am Hoden;581;2,9312;2,022;157;0,2702;17;0,0293
M04C;Eingriffe am Hoden außer bei Fournier-Gangrän, ohne äußerst schwere CC, Alter < 3 Jahre;71;1,2113;0,5323;59;0,831;0;0,00
M04D;Eingriffe am Hoden außer bei Fournier-Gangrän, ohne äußerst schwere CC, Alter > 2 Jahre, ohne bestimmten Eingriff am Hoden;3009;2,3224;2,084;1389;0,4616;105;0,0349
M05Z;Zirkumzision, andere Eingriffe am Penis und großflächige Ablationen der Haut;851;1,765;1,7405;577;0,678;22;0,0259
M06Z;Andere OR-Prozeduren an den männlichen Geschlechtsorganen;358;5,1117;3,7445;33;0,0922;20;0,0559
M07Z;Brachytherapie bei Krankheiten und Störungen der männlichen Geschlechtsorgane, Implantation von > 10 Seeds;153;2,4379;1,1403;39;0,2549;27;0,1765
M09A;OR-Prozeduren an den männlichen Geschlechtsorganen bei bösartiger Neubildung mit äußerst schweren CC oder bestimmte Eingriffe an den Beckenorganen beim Mann ohne äußerst schwere CC;458;10,8843;3,6877;4;0,0087;12;0,0262
M09B;OR-Prozeduren an den männlichen Geschlechtsorganen bei bösartiger Neubildung ohne äußerst schwere CC;498;5,4357;3,6498;44;0,0884;18;0,0361
M10A;Strahlentherapie bei Krankheiten und Störungen der männlichen Geschlechtsorgane, mehr als ein Belegungstag, mehr als 9 Bestrahlungen;7;19,4286;9,7785;1;0,1429;0;0,00
M10B;Strahlentherapie bei Krankheiten und Störungen der männlichen Geschlechtsorgane, mehr als ein Belegungstag, weniger als 10 Bestrahlungen oder interstitielle Brachytherapie;8;8,25;7,7044;0;0,00;1;0,125
M11Z;Transurethrale Laserdestruktion und -resektion der Prostata;839;5,6758;2,5947;1;0,0012;43;0,0513
M37Z;Große Eingriffe an Darm oder Harnblase bei Erkrankungen und Störungen der männlichen Geschlechtsorgane oder Eingriffe am Hoden bei Fournier-Gangrän mit äußerst schweren CC;3;26,6667;20,232;0;0,00;1;0,3333
M38Z;Komplizierende Konstellation mit operativem Eingriff bei Krankheiten und Störungen der männlichen Geschlechtsorgane;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
M60A;Bösartige Neubildungen der männlichen Geschlechtsorgane, mehr als ein Belegungstag, Alter < 11 Jahre oder mit äußerst schweren CC;36;13,3056;8,5149;2;0,0556;4;0,1111
M60B;Bösartige Neubildungen der männlichen Geschlechtsorgane, ein Belegungstag oder Alter > 10 Jahre, ohne äußerst schwere CC, mit hoch- und mittelgradig komplexer Chemotherapie;86;5,5465;1,6136;3;0,0349;3;0,0349
M60C;Bösartige Neubildungen der männlichen Geschlechtsorgane, ein Belegungstag oder Alter > 10 Jahre, ohne äußerst schwere CC, ohne hoch- und mittelgradig komplexe Chemotherapie;2382;2,4425;2,9881;1448;0,6079;100;0,042
M61Z;Benigne Prostatahyperplasie;1097;1,9945;1,8659;671;0,6117;25;0,0228
M62Z;Infektion / Entzündung der männlichen Geschlechtsorgane;1529;4,8038;2,785;202;0,1321;73;0,0477
M64Z;Andere Krankheiten der männlichen Geschlechtsorgane und Sterilisation beim Mann;222;2,6396;2,6629;109;0,491;11;0,0495
N01A;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie mit äußerst schweren CC, mit komplexem Eingriff oder komplizierender Konstellation;0;0,00;NULL;0;0,00;0;0,00
N01B;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie mit äußerst schweren CC, ohne komplexen Eingriff, ohne komplizierende Konstellation, mit Multiviszeraleingriff;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
N01C;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie mit äußerst schweren CC, ohne komplexen Eingriff, ohne komplizierende Konstellation, ohne Multiviszeraleingriff;3;13,3333;5,5076;0;0,00;0;0,00
N01D;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie mit schweren CC;9;14,7778;9,4971;1;0,1111;2;0,2222
N01E;Beckeneviszeration bei der Frau und radikale Vulvektomie oder bestimmte Lymphadenektomie ohne äußerst schwere oder schwere CC;97;9,6804;3,9332;0;0,00;3;0,0309
N02A;Eingriffe an Uterus und Adnexen und große operative Eingriffe an Vagina, Zervix und Vulva bei bösartiger Neubildung der weiblichen Geschlechtsorgane od. best. laparoskop. Resektion an Sigma und Rektum od.Rekonstr. von Vagina und Vulva, mit äuß. schw. CC;15;19,7333;13,2798;2;0,1333;2;0,1333
N02B;Eingriffe an Uterus und Adnexen und große operative Eingriffe an Vagina, Zervix und Vulva bei bösartiger Neubildung der weiblichen Geschlechtsorgane, mit CC oder best. laparoskopische Resektion an Sigma und Rektum od. Rekonstruktion von Vagina und Vulva;70;8,8143;4,626;5;0,0714;2;0,0286
N02C;Eingriffe an Uterus und Adnexen und große operative Eingriffe an Vagina, Zervix und Vulva bei bösartiger Neubildung der weiblichen Geschlechtsorgane, ohne CC;595;5,6336;3,4593;73;0,1227;15;0,0252
N04Z;Hysterektomie außer bei bösartiger Neubildung, mit äußerst schweren oder schweren CC oder komplexem Eingriff oder selektive Embolisation an anderen abdominalen Gefäßen;529;7,1664;3,1776;10;0,0189;8;0,0151
N05A;Ovariektomien und komplexe Eingriffe an den Tubae uterinae außer bei bösartiger Neubildung, mit äußerst schweren oder schweren CC;22;7,7273;6,6417;2;0,0909;3;0,1364
N05B;Ovariektomien und komplexe Eingriffe an den Tubae uterinae außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC;1598;3,2841;2,0058;327;0,2046;50;0,0313
N06Z;Komplexe rekonstruktive Eingriffe an den weiblichen Geschlechtsorganen;2010;5,8512;2,7615;59;0,0294;47;0,0234
N07Z;Andere Eingriffe an Uterus und Adnexen außer bei bösartiger Neubildung, mit komplexer Diagnose;1643;2,7145;1,8633;464;0,2824;33;0,0201
N08Z;Endoskopische Eingriffe an den weiblichen Geschlechtsorganen;1127;2,4339;1,7501;421;0,3736;33;0,0293
N09A;Brachytherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, ein Belegungstag;4;1,00;0,00;0;0,00;0;0,00
N09B;Andere Eingriffe an Vagina, Zervix und Vulva;1180;1,6729;1,8159;888;0,7525;33;0,028
N10Z;Diagnostische Kürettage, Hysteroskopie, Sterilisation, Pertubation;1520;1,4513;1,2513;1180;0,7763;28;0,0184
N11A;Andere OR-Prozeduren an den weiblichen Geschlechtsorganen mit bestimmtem Eingriff;2;6,00;7,0711;1;0,50;0;0,00
N11B;Andere OR-Prozeduren an den weiblichen Geschlechtsorganen ohne bestimmten Eingriff;44;7,7045;13,3618;13;0,2955;2;0,0455
N13A;Große Eingriffe an Vagina, Zervix und Vulva außer bei bösartiger Neubildung, Alter > 80 Jahre oder äußerst schwere oder schwere CC;26;5,6538;4,7239;3;0,1154;2;0,0769
N13B;Große Eingriffe an Vagina, Zervix und Vulva außer bei bösartiger Neubildung, Alter < 81 Jahre, ohne äußerst schwere oder schwere CC;281;2,5801;2,6148;127;0,452;9;0,032
N14Z;Hysterektomie außer bei bösartiger Neubildung mit Beckenbodenplastik oder Brachytherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, mehr als ein Belegungstag, mit äußerst schweren CC;2290;7,0227;2,5501;3;0,0013;31;0,0135
N15Z;Strahlentherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, mehr als ein Belegungstag, mehr als 9 Bestrahlungen;32;20,3438;13,8671;7;0,2188;3;0,0938
N16Z;Strahlentherapie, weniger als 10 Bestrahlungen oder Brachytherapie bei Krankheiten und Störungen der weiblichen Geschlechtsorgane, mehr als ein Belegungstag;45;5,40;4,0866;0;0,00;5;0,1111
N21Z;Hysterektomie außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC, ohne komplexen Eingriff, ohne Beckenbodenplastik oder komplexe Myomenukleation;7734;5,3451;1,9769;38;0,0049;100;0,0129
N23Z;Andere rekonstruktive Eingriffe an den weiblichen Geschlechtsorganen oder andere Myomenukleation;939;3,3845;1,8151;127;0,1353;30;0,0319
N25Z;Andere Eingriffe an Uterus und Adnexen außer bei bösartiger Neubildung, ohne komplexe Diagnose, oder diagnostische Laparoskopie, oder best. Eingriff an den Parametrien;2691;1,9431;1,5042;1543;0,5734;87;0,0323
N33Z;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen der weiblichen Geschlechtsorgane;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
N34Z;Große Eingriffe an Darm oder Harnblase bei Krankheiten und Störungen der weiblichen Geschlechtsorgane;22;8,6364;4,8848;3;0,1364;0;0,00
N38Z;Komplizierende Konstellation mit bestimmtem operativen Eingriff bei Krankheiten und Störungen der weiblichen Geschlechtsorgane;0;0,00;NULL;0;0,00;0;0,00
N60A;Bösartige Neubildung der weiblichen Geschlechtsorgane, mehr als ein Belegungstag, Alter < 19 Jahre oder äußerst schwere CC;26;12,4615;9,4244;2;0,0769;2;0,0769
N60B;Bösartige Neubildung der weiblichen Geschlechtsorgane, ein Belegungstag oder Alter > 18 Jahre, ohne äußerst schwere CC;343;4,1662;4,3908;123;0,3586;24;0,07
N61Z;Infektion und Entzündung der weiblichen Geschlechtsorgane;582;4,1684;2,2805;69;0,1186;18;0,0309
N62A;Menstruationsstörungen und andere Erkrankungen der weiblichen Geschlechtsorgane mit komplexer Diagnose;266;2,1466;2,1432;157;0,5902;11;0,0414
N62B;Menstruationsstörungen und andere Erkrankungen der weiblichen Geschlechtsorgane ohne komplexe Diagnose;347;1,6167;1,1729;233;0,6715;8;0,0231
O01A;Sectio caesarea mit mehreren komplizierenden Diagnosen, Schwangerschaftsdauer bis 25 vollendete Wochen (SSW) oder mit intrauteriner Therapie oder komplizierender Konstellation oder Mehrlingsschwangerschaft;6;65,00;53,6731;0;0,00;3;0,50
O01B;Sectio caesarea mit mehreren kompliz. Diagnosen, Schwangerschaftsdauer > 25 vollend. Wochen (SSW), ohne intraut. Ther., oh. kompliz. Konstell., oh. Mehrlingsschw. od. bis 33 SSW od. mit kompl. Diag., mit od. oh. kompliz. Diag., mit äuß. schw. CC;15;13,1333;15,6153;1;0,0667;1;0,0667
O01C;Sectio caesarea mit mehreren kompliz. Diag., Schwangerschaftsdauer 26 bis 33 SSW, oh. intraut. Ther., oh. kompliz. Konstell.,oh. Mehrlingsschw. od. mit kompliz. Diag., bis 25 SSW od. Thromboembolie in Gestationsperiode m. OR-Proz., oh. äuß. schw. CC;54;21,5741;16,8474;2;0,037;20;0,3704
O01D;Sekundäre Sectio caesarea m. mehrer. kompliz. Diagn., Schwangerschaftsdauer > 33 vollendete Wochen (SSW), oh. intraut. Ther., oh. kompliz. Konst., ohne Mehrlingsschw. od. bis 33 SSW od. m. kompl. Diag., mit od. ohne kompliz. Diag., oh. äuß. schw. CC;645;6,6915;3,9625;10;0,0155;27;0,0419
O01E;Sekundäre Sectio caesarea mit komplizierender Diagnose, Schwangerschaftsdauer mehr als 33 vollendete Wochen (SSW), ohne komplexe Diagnose;1738;5,7762;2,2181;24;0,0138;64;0,0368
O01F;Primäre Sectio caesarea ohne äuß. schwere CC, mit komplizierender oder komplexer Diagnose oder Schwangerschaftsdauer bis 33 vollendete Wochen (SSW) oder sekundäre Sectio caesarea, ohne komplizierende oder komplexe Diagnose, SSW > 33 vollendete Wochen;5885;5,3964;2,0805;81;0,0138;97;0,0165
O01G;Primäre Sectio caesarea mit komplizierender Diagnose, Schwangerschaftsdauer mehr als 33 vollendete Wochen (SSW), ohne komplexe Diagnose;1286;5,7201;2,6328;19;0,0148;71;0,0552
O01H;Primäre Sectio caesarea ohne komplizierende Diagnose, Schwangerschaftsdauer mehr als 33 vollendete Wochen (SSW), ohne komplexe Diagnose;7483;5,0235;1,4743;62;0,0083;99;0,0132
O02A;Vaginale Entbindung mit kompl. OR-Prozedur, Schwangerschaftsdauer bis 33 vollend. Wochen od. mit intrauteriner Therapie od. kompliz. Konstellation od. best. Operation am Uterus od. Nephrektomie;37;2,1081;1,1251;9;0,2432;0;0,00
O02B;Vaginale Entbindung mit komplizierender OR-Prozedur, Schwangerschaftsdauer mehr als 33 vollendete Wochen, ohne intrauterine Therapie, ohne komplizierende Konstellation, ohne best. Operation am Uterus, ohne Nephrektomie;1108;4,0921;1,7083;60;0,0542;45;0,0406
O03Z;Extrauteringravidität;525;2,84;1,9695;122;0,2324;36;0,0686
O04A;Stationäre Aufnahme nach Entbindung oder Abort mit OR-Prozedur mit komplexem Eingriff;14;6,00;5,831;4;0,2857;1;0,0714
O04B;Stationäre Aufnahme nach Entbindung oder Abort mit OR-Prozedur ohne komplexen Eingriff;164;2,3902;2,2769;88;0,5366;9;0,0549
O05A;Cerclage und Muttermundverschluss oder komplexe OR-Prozedur oder bestimmte intrauterine Operation am Feten;113;9,9558;15,7352;30;0,2655;11;0,0973
O05B;Bestimmte OR-Prozeduren in der Schwangerschaft ohne Cerclage, ohne Muttermundverschluss, ohne komplexe OR-Prozedur, ohne bestimmte intrauterine Operation am Feten;23;3,1304;3,1666;9;0,3913;1;0,0435
O06Z;Intrauterine Therapie des Feten;33;4,00;4,4441;17;0,5152;5;0,1515
O40Z;Abort mit Dilatation und Kürettage, Aspirationskürettage oder Hysterotomie;1644;1,4909;1,3853;1259;0,7658;30;0,0182
O60A;Vaginale Entbindung mit mehreren komplizierenden Diagnosen, mindestens eine schwer, Schwangerschaftsdauer bis 33 vollendete Wochen oder mit komplizierender Konstellation;16;17,375;20,1722;6;0,375;4;0,25
O60B;Vaginale Entbindung mit mehreren komplizierenden Diagnosen, mindestens eine schwer, Schwangerschaftsdauer mehr als 33 vollendete Wochen, ohne komplizierende Konstellation oder Thromboembolie während der Gestationsperiode ohne OR-Prozedur;409;4,7922;2,4139;18;0,044;26;0,0636
O60C;Vaginale Entbindung mit schwerer oder mäßig schwerer komplizierender Diagnose;4766;4,0046;1,6038;222;0,0466;131;0,0275
O60D;Vaginale Entbindung ohne komplizierende Diagnose;23378;3,3439;1,3009;1982;0,0848;340;0,0145
O61Z;Stationäre Aufnahme nach Entbindung oder Abort ohne OR-Prozedur;468;3,25;2,1465;106;0,2265;16;0,0342
O63Z;Abort ohne Dilatation und Kürettage, Aspirationskürettage oder Hysterotomie;187;1,6364;1,1807;117;0,6257;3;0,016
O65A;Andere vorgeburtliche stationäre Aufnahme mit äußerst schweren CC oder komplexer Diagnose oder best. Placenta praevia mit schweren CC, Schwangerschaftsdauer 20 bis 33 vollendete Wochen;270;9,963;12,3369;72;0,2667;30;0,1111
O65B;Andere vorgeburtliche stationäre Aufnahme mit äußerst schweren CC oder komplexer Diagnose oder best. Placenta praevia mit schweren CC, Schwangerschaftsdauer bis 19 oder mehr als 33 vollendete Wochen (SSW) oder mit schweren CC oder 26 bis 33 SSW;2430;4,3658;6,2547;681;0,2802;211;0,0868
O65C;Andere vorgeburtliche stationäre Aufnahme ohne äußerst schwere oder schwere CC, ohne komplexe Diagnose, ohne best. Placenta praevia oder ohne schwere CC, Schwangerschaftsdauer bis 25 oder mehr als 33 vollendete Wochen;9148;3,0533;3,4899;3575;0,3908;592;0,0647
P01Z;Neugeborenes, verstorben < 5 Tage nach Aufnahme mit signifikanter OR-Prozedur;0;0,00;NULL;0;0,00;0;0,00
P02A;Kardiothorakale oder Gefäßeingriffe bei Neugeborenen, Beatmung > 480 Stunden;0;0,00;NULL;0;0,00;0;0,00
P02B;Kardiothorakale oder Gefäßeingriffe bei Neugeborenen, Beatmung > 143 und < 481 Stunden oder Eingriff bei univentrikulärem Herzen;0;0,00;NULL;0;0,00;0;0,00
P02C;Kardiothorakale oder Gefäßeingriffe bei Neugeborenen ohne Beatmung > 143 Stunden, ohne Eingriffe bei univentrikulärem Herzen;0;0,00;NULL;0;0,00;0;0,00
P03A;Neugeborenes, Aufnahmegewicht 1000 - 1499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen oder mehrzeitigen komplexen OR-Prozeduren, mit Beatmung > 479 Stunden;0;0,00;NULL;0;0,00;0;0,00
P03B;Neugeborenes, Aufnahmegewicht 1000 - 1499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, mit Beatmung > 120 und < 480 Stunden oder mit mehrzeitigen komplexen OR-Prozeduren, ohne Beatmung > 479 Stunden;0;0,00;NULL;0;0,00;0;0,00
P03C;Neugeborenes, Aufnahmegewicht 1000 - 1499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, ohne Beatmung > 120 Stunden oder ohne mehrere schwere Probleme, ohne mehrzeitige komplexe OR-Prozeduren;0;0,00;NULL;0;0,00;0;0,00
P04A;Neugeborenes, Aufnahmegewicht 1500 - 1999 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen oder mehrzeitigen komplexen OR-Prozeduren, mit Beatmung > 240 Stunden;0;0,00;NULL;0;0,00;0;0,00
P04B;Neugeborenes, Aufnahmegewicht 1500 - 1999 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen oder mehrzeitigen komplexen OR-Prozeduren, ohne Beatmung > 240 Stunden;0;0,00;NULL;0;0,00;0;0,00
P04C;Neugeborenes, Aufnahmegewicht 1500 - 1999 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, ohne mehrere schwere Probleme, ohne mehrzeitige komplexe OR-Prozeduren;0;0,00;NULL;0;0,00;0;0,00
P05A;Neugeborenes, Aufnahmegewicht 2000 - 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, mit Beatmung > 120 Stunden oder mit mehrzeitigen komplexen OR-Prozeduren;0;0,00;NULL;0;0,00;0;0,00
P05B;Neugeborenes, Aufnahmegewicht 2000 - 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, ohne Beatmung > 120 Stunden, ohne mehrzeitige komplexe OR-Prozeduren;0;0,00;NULL;0;0,00;0;0,00
P05C;Neugeborenes, Aufnahmegewicht 2000 - 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, ohne mehrere schwere Probleme, ohne mehrzeitige komplexe OR-Prozeduren;0;0,00;NULL;0;0,00;0;0,00
P06A;Neugeborenes, Aufnahmegewicht > 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, mit Beatmung > 120 Stunden oder mehrzeitigen komplexen OR-Prozeduren;0;0,00;NULL;0;0,00;0;0,00
P06B;Neugeborenes, Aufnahmegewicht > 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, mit mehreren schweren Problemen, ohne Beatmung > 120 Stunden, ohne mehrzeitige komplexe OR-Prozeduren;0;0,00;NULL;0;0,00;0;0,00
P06C;Neugeborenes, Aufnahmegewicht > 2499 g mit signifikanter OR-Prozedur oder Beatmung > 95 Stunden, ohne mehrere schwere Probleme;3;4,6667;1,5275;1;0,3333;0;0,00
P60A;Neugeborenes, verstorben < 5 Tage nach Aufnahme ohne signifikante OR-Prozedur;12;1,4167;0,9962;0;0,00;0;0,00
P60B;Neugeborenes, verlegt < 5 Tage nach Aufnahme ohne signifikante OR-Prozedur, zuverlegt oder Beatmung > 24 Stunden;2;2,00;1,4142;0;0,00;0;0,00
P60C;Neugeborenes, verlegt < 5 Tage nach Aufnahme ohne signifikante OR-Prozedur, nicht zuverlegt, ohne Beatmung > 24 Stunden (Mindestverweildauer 24 Stunden für das Krankenhaus, in dem die Geburt stattfindet);1285;1,3354;0,7018;0;0,00;0;0,00
P61A;Neugeborenes, Aufnahmegewicht < 600 g mit signifikanter OR-Prozedur;0;0,00;NULL;0;0,00;0;0,00
P61B;Neugeborenes, Aufnahmegewicht < 600 g ohne signifikante OR-Prozedur;0;0,00;NULL;0;0,00;0;0,00
P61C;Neugeborenes, Aufnahmegewicht 600 - 749 g mit signifikanter OR-Prozedur;0;0,00;NULL;0;0,00;0;0,00
P61D;Neugeborenes, Aufnahmegewicht 600 - 749 g ohne signifikante OR-Prozedur;0;0,00;NULL;0;0,00;0;0,00
P61E;Neugeborenes, Aufnahmegewicht < 750 g, verstorben < 29 Tage nach Aufnahme;0;0,00;NULL;0;0,00;0;0,00
P62A;Neugeborenes, Aufnahmegewicht 750 - 999 g mit signifikanter OR-Prozedur;0;0,00;NULL;0;0,00;0;0,00
P62B;Neugeborenes, Aufnahmegewicht 750 - 874 g ohne signifikante OR-Prozedur;0;0,00;NULL;0;0,00;0;0,00
P62C;Neugeborenes, Aufnahmegewicht 875 - 999 g ohne signifikante OR-Prozedur;0;0,00;NULL;0;0,00;0;0,00
P62D;Neugeborenes, Aufnahmegewicht 750 - 999 g, verstorben < 29 Tage nach Aufnahme;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
P63Z;Neugeborenes, Aufnahmegewicht 1000 - 1249 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden;0;0,00;NULL;0;0,00;0;0,00
P64Z;Neugeborenes, Aufnahmegewicht 1250 - 1499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden;0;0,00;NULL;0;0,00;0;0,00
P65A;Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit mehreren schweren Problemen;0;0,00;NULL;0;0,00;0;0,00
P65B;Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit schwerem Problem;0;0,00;NULL;0;0,00;0;0,00
P65C;Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit anderem Problem;0;0,00;NULL;0;0,00;0;0,00
P65D;Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, ohne Problem;10;8,00;4,9216;0;0,00;0;0,00
P66A;Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Std., mit mehreren schweren Problemen od. Ng., Aufnahmegew. > 2499 g oh. OR-Proz., oh. Beatmung > 95 Std., m. mehreren schw. Probl., mit Hypothermiebehandlung;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
P66B;Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit schwerem Problem;2;3,00;2,8284;1;0,50;0;0,00
P66C;Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit anderem Problem;57;5,807;1,8655;2;0,0351;0;0,00
P66D;Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, ohne Problem oder neugeborener Mehrling, Aufnahmegewicht > 2499 g ohne OR-Prozedur, ohne Beatmung > 95 Stunden, ohne Problem oder ein Belegungstag;951;5,0179;2,0138;23;0,0242;37;0,0389
P67A;Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit mehreren schweren Problemen oder mit schwerem Problem, mit Hypothermiebehandlung;4;4,00;3,559;2;0,50;0;0,00
P67B;Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Std., mit schwerem Problem, ohne Hypothermiebehandlung oder mit anderem Problem, mehr als ein Belegungstag oder mit nicht signifikanter OR-Proz., mit kompliz. Diagn.;103;4,9806;2,3178;4;0,0388;1;0,0097
P67C;Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur, ohne Beatmung > 95 Stunden, mit anderem Problem, mehr als ein Belegungstag oder mit nicht signifikanter OR-Prozedur, ohne komplizierende Diagnose;1643;5,1339;1,6522;0;0,00;109;0,0663
P67D;Neugeborener Einling, Aufnahmegewicht > 2499 g ohne OR-Prozedur, ohne Beatmung > 95 Stunden, ohne schweres Problem, ohne anderes Problem oder ein Belegungstag;42239;3,6935;1,4153;2164;0,0512;1202;0,0285
Q01Z;Eingriffe an der Milz;-999;-999,00;-999,00;-999;-999,00;-999;-999,00
Q02A;Verschiedene OR-Prozeduren bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems mit äußerst schweren CC;12;21,0833;13,1181;1;0,0833;2;0,1667
Q02B;Verschiedene OR-Prozeduren bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems ohne äußerst schwere CC, Alter < 6 Jahre;3;1,6667;0,5774;1;0,3333;0;0,00
Q02C;Verschiedene OR-Prozeduren bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems ohne äußerst schwere CC, Alter > 5 Jahre;168;4,7381;6,0519;33;0,1964;6;0,0357
Q03A;Kleine Eingriffe bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems, Alter < 10 Jahre;13;1,4615;0,6602;8;0,6154;0;0,00
Q03B;Kleine Eingriffe bei Krankheiten des Blutes, der blutbildenden Organe und des Immunsystems, Alter > 9 Jahre;296;2,1216;1,681;136;0,4595;3;0,0101
