kategorie;kategoriename;Anzahl BA;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
S44;Verletzung von Nerven in Höhe der Schulter und des Oberarmes;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S45;Verletzung von Blutgefäßen in Höhe der Schulter und des Oberarmes;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S46;Verletzung von Muskeln und Sehnen in Höhe der Schulter und des Oberarmes;339;2,7198;1,4188;0;0;0;0;3;6;8;7;12;24;39;58;52;48;33;29;14;2;2;2;0,00;0,00;0,00;0,00;0,0088;0,0177;0,0236;0,0206;0,0354;0,0708;0,115;0,1711;0,1534;0,1416;0,0973;0,0855;0,0413;0,0059;0,0059;0,0059
S47;Zerquetschung der Schulter und des Oberarmes;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S48;Traumatische Amputation an Schulter und Oberarm;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S49;Sonstige und nicht näher bezeichnete Verletzungen der Schulter und des Oberarmes;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
S50;Oberflächliche Verletzung des Unterarmes;14;3,4286;4,1457;0;0;0;0;1;1;2;0;0;0;4;1;0;0;0;0;3;1;1;0;0,00;0,00;0,00;0,00;0,0714;0,0714;0,1429;0,00;0,00;0,00;0,2857;0,0714;0,00;0,00;0,00;0,00;0,2143;0,0714;0,0714;0,00
S51;Offene Wunde des Unterarmes;19;3,4211;3,5483;0;0;3;2;0;2;0;0;1;1;1;1;1;0;0;0;1;3;0;3;0,00;0,00;0,1579;0,1053;0,00;0,1053;0,00;0,00;0,0526;0,0526;0,0526;0,0526;0,0526;0,00;0,00;0,00;0,0526;0,1579;0,00;0,1579
S52;Fraktur des Unterarmes;1249;2,7958;2,504;0;11;79;70;22;14;23;27;25;28;46;87;113;92;122;166;142;111;44;27;0,00;0,0088;0,0633;0,056;0,0176;0,0112;0,0184;0,0216;0,02;0,0224;0,0368;0,0697;0,0905;0,0737;0,0977;0,1329;0,1137;0,0889;0,0352;0,0216
S53;Luxation, Verstauchung und Zerrung des Ellenbogengelenkes und von Bändern des Ellenbogens;10;2,60;3,2387;0;0;1;1;0;1;0;1;0;0;2;0;1;0;1;0;1;0;1;0;0,00;0,00;0,10;0,10;0,00;0,10;0,00;0,10;0,00;0,00;0,20;0,00;0,10;0,00;0,10;0,00;0,10;0,00;0,10;0,00
S54;Verletzung von Nerven in Höhe des Unterarmes;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S55;Verletzung von Blutgefäßen in Höhe des Unterarmes;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
S56;Verletzung von Muskeln und Sehnen in Höhe des Unterarmes;11;1,3636;0,5045;0;1;1;1;2;0;0;1;0;0;0;1;0;0;1;1;2;0;0;0;0,00;0,0909;0,0909;0,0909;0,1818;0,00;0,00;0,0909;0,00;0,00;0,00;0,0909;0,00;0,00;0,0909;0,0909;0,1818;0,00;0,00;0,00
S57;Zerquetschung des Unterarmes;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S58;Traumatische Amputation am Unterarm;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S59;Sonstige und nicht näher bezeichnete Verletzungen des Unterarmes;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S60;Oberflächliche Verletzung des Handgelenkes und der Hand;11;3,5455;2,9108;0;0;1;1;1;0;2;0;0;1;0;0;0;1;0;0;3;0;1;0;0,00;0,00;0,0909;0,0909;0,0909;0,00;0,1818;0,00;0,00;0,0909;0,00;0,00;0,00;0,0909;0,00;0,00;0,2727;0,00;0,0909;0,00
S61;Offene Wunde des Handgelenkes und der Hand;43;2,186;1,4185;0;3;0;2;3;3;1;2;2;2;2;7;3;3;2;6;1;1;0;0;0,00;0,0698;0,00;0,0465;0,0698;0,0698;0,0233;0,0465;0,0465;0,0465;0,0465;0,1628;0,0698;0,0698;0,0465;0,1395;0,0233;0,0233;0,00;0,00
S62;Fraktur im Bereich des Handgelenkes und der Hand;230;1,7435;1,7026;0;2;3;7;26;29;19;15;6;20;13;18;20;12;9;12;7;7;3;2;0,00;0,0087;0,013;0,0304;0,113;0,1261;0,0826;0,0652;0,0261;0,087;0,0565;0,0783;0,087;0,0522;0,0391;0,0522;0,0304;0,0304;0,013;0,0087
S63;Luxation, Verstauchung und Zerrung von Gelenken und Bändern in Höhe des Handgelenkes und der Hand;65;2,0615;1,2485;0;0;0;1;0;4;2;6;2;8;13;8;4;5;2;7;2;1;0;0;0,00;0,00;0,00;0,0154;0,00;0,0615;0,0308;0,0923;0,0308;0,1231;0,20;0,1231;0,0615;0,0769;0,0308;0,1077;0,0308;0,0154;0,00;0,00
S64;Verletzung von Nerven in Höhe des Handgelenkes und der Hand;7;2,2857;1,496;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,1429;0,00;0,00;0,1429;0,1429;0,1429;0,00;0,00;0,00;0,1429;0,1429;0,1429;0,00;0,00
S65;Verletzung von Blutgefäßen in Höhe des Handgelenkes und der Hand;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
S66;Verletzung von Muskeln und Sehnen in Höhe des Handgelenkes und der Hand;50;1,86;1,4429;0;1;2;2;3;2;5;4;3;5;2;6;2;1;2;5;3;1;1;0;0,00;0,02;0,04;0,04;0,06;0,04;0,10;0,08;0,06;0,10;0,04;0,12;0,04;0,02;0,04;0,10;0,06;0,02;0,02;0,00
S67;Zerquetschung des Handgelenkes und der Hand;4;2,75;2,2174;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,25;0,00;0,00;0,00;0,00;0,00
S68;Traumatische Amputation an Handgelenk und Hand;4;1,75;0,50;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0,00;0,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,00;0,25;0,25;0,00
S69;Sonstige und nicht näher bezeichnete Verletzungen des Handgelenkes und der Hand;2;1,50;0,7071;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
S70;Oberflächliche Verletzung der Hüfte und des Oberschenkels;146;3,9658;3,4947;0;0;1;2;4;4;1;1;0;3;2;3;5;4;7;14;22;25;22;26;0,00;0,00;0,0068;0,0137;0,0274;0,0274;0,0068;0,0068;0,00;0,0205;0,0137;0,0205;0,0342;0,0274;0,0479;0,0959;0,1507;0,1712;0,1507;0,1781
S71;Offene Wunde der Hüfte und des Oberschenkels;3;5,6667;7,2342;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,00;0,3333;0,00;0,00;0,00;0,00;0,00;0,00
S72;Fraktur des Femurs;657;10,3653;8,1402;0;4;8;5;8;6;7;3;9;7;19;24;34;24;42;70;119;100;104;64;0,00;0,0061;0,0122;0,0076;0,0122;0,0091;0,0107;0,0046;0,0137;0,0107;0,0289;0,0365;0,0518;0,0365;0,0639;0,1065;0,1811;0,1522;0,1583;0,0974
S73;Luxation, Verstauchung und Zerrung des Hüftgelenkes und von Bändern der Hüfte;35;7,40;8,7991;0;0;0;0;0;0;0;0;0;1;0;1;2;3;4;7;5;7;0;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0286;0,00;0,0286;0,0571;0,0857;0,1143;0,20;0,1429;0,20;0,00;0,1429
S74;Verletzung von Nerven in Höhe der Hüfte und des Oberschenkels;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S75;Verletzung von Blutgefäßen in Höhe der Hüfte und des Oberschenkels;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S76;Verletzung von Muskeln und Sehnen in Höhe der Hüfte und des Oberschenkels;97;6,2784;5,8216;0;0;0;1;3;4;1;2;0;3;7;8;11;9;12;12;11;11;1;1;0,00;0,00;0,00;0,0103;0,0309;0,0412;0,0103;0,0206;0,00;0,0309;0,0722;0,0825;0,1134;0,0928;0,1237;0,1237;0,1134;0,1134;0,0103;0,0103
S77;Zerquetschung der Hüfte und des Oberschenkels;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
S78;Traumatische Amputation an Hüfte und Oberschenkel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S79;Sonstige und nicht näher bezeichnete Verletzungen der Hüfte und des Oberschenkels;5;1,60;0,8944;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0,00;0,00;0,00;0,20;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,20;0,40;0,00
S80;Oberflächliche Verletzung des Unterschenkels;153;4,8562;5,1738;0;1;0;3;3;4;1;7;4;13;9;5;10;7;4;11;22;23;19;7;0,00;0,0065;0,00;0,0196;0,0196;0,0261;0,0065;0,0458;0,0261;0,085;0,0588;0,0327;0,0654;0,0458;0,0261;0,0719;0,1438;0,1503;0,1242;0,0458
S81;Offene Wunde des Unterschenkels;77;5,6364;5,4069;0;0;0;0;3;6;1;1;1;2;2;9;5;8;6;8;8;8;5;4;0,00;0,00;0,00;0,00;0,039;0,0779;0,013;0,013;0,013;0,026;0,026;0,1169;0,0649;0,1039;0,0779;0,1039;0,1039;0,1039;0,0649;0,0519
S82;Fraktur des Unterschenkels, einschließlich des oberen Sprunggelenkes;1373;4,2134;4,4878;0;4;17;34;41;53;64;57;70;89;141;138;119;113;117;123;102;51;28;12;0,00;0,0029;0,0124;0,0248;0,0299;0,0386;0,0466;0,0415;0,051;0,0648;0,1027;0,1005;0,0867;0,0823;0,0852;0,0896;0,0743;0,0371;0,0204;0,0087
S83;Luxation, Verstauchung und Zerrung des Kniegelenkes und von Bändern des Kniegelenkes;4486;2,7691;1,4209;0;0;0;70;566;901;702;490;334;406;414;264;143;63;36;40;36;19;2;0;0,00;0,00;0,00;0,0156;0,1262;0,2008;0,1565;0,1092;0,0745;0,0905;0,0923;0,0588;0,0319;0,014;0,008;0,0089;0,008;0,0042;0,0004;0,00
S84;Verletzung von Nerven in Höhe des Unterschenkels;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S85;Verletzung von Blutgefäßen in Höhe des Unterschenkels;6;3,50;2,2583;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1667;0,00;0,00;0,00;0,00;0,00;0,1667;0,00;0,3333;0,1667;0,1667;0,00;0,00
S86;Verletzung von Muskeln und Sehnen in Höhe des Unterschenkels;336;3,3333;3,1179;0;0;0;0;3;7;8;20;21;35;48;51;42;37;31;20;10;2;1;0;0,00;0,00;0,00;0,00;0,0089;0,0208;0,0238;0,0595;0,0625;0,1042;0,1429;0,1518;0,125;0,1101;0,0923;0,0595;0,0298;0,006;0,003;0,00
S87;Zerquetschung des Unterschenkels;2;3,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00
S88;Traumatische Amputation am Unterschenkel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S89;Sonstige und nicht näher bezeichnete Verletzungen des Unterschenkels;4;5,00;2,1602;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,00;0,25;0,00;0,25;0,00;0,00
S90;Oberflächliche Verletzung der Knöchelregion und des Fußes;14;3,4286;4,8471;1;2;1;1;0;1;0;1;0;1;0;3;0;1;0;0;2;0;0;0;0,0714;0,1429;0,0714;0,0714;0,00;0,0714;0,00;0,0714;0,00;0,0714;0,00;0,2143;0,00;0,0714;0,00;0,00;0,1429;0,00;0,00;0,00
S91;Offene Wunde der Knöchelregion und des Fußes;26;4,3077;4,306;0;0;2;4;1;0;2;1;1;0;0;3;1;2;1;3;4;0;1;0;0,00;0,00;0,0769;0,1538;0,0385;0,00;0,0769;0,0385;0,0385;0,00;0,00;0,1154;0,0385;0,0769;0,0385;0,1154;0,1538;0,00;0,0385;0,00
S92;Fraktur des Fußes [ausgenommen oberes Sprunggelenk];314;3,1975;3,2675;0;0;1;7;11;19;12;12;24;20;29;34;32;30;21;28;25;6;3;0;0,00;0,00;0,0032;0,0223;0,035;0,0605;0,0382;0,0382;0,0764;0,0637;0,0924;0,1083;0,1019;0,0955;0,0669;0,0892;0,0796;0,0191;0,0096;0,00
S93;Luxation, Verstauchung und Zerrung der Gelenke und Bänder in Höhe des oberen Sprunggelenkes und des Fußes;173;2,3295;1,9293;0;0;2;3;25;29;16;14;11;17;12;12;14;3;2;5;3;3;1;1;0,00;0,00;0,0116;0,0173;0,1445;0,1676;0,0925;0,0809;0,0636;0,0983;0,0694;0,0694;0,0809;0,0173;0,0116;0,0289;0,0173;0,0173;0,0058;0,0058
S94;Verletzung von Nerven in Höhe des Knöchels und des Fußes;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
S95;Verletzung von Blutgefäßen in Höhe des Knöchels und des Fußes;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
S96;Verletzung von Muskeln und Sehnen in Höhe des Knöchels und des Fußes;20;1,85;1,1821;0;0;0;2;0;2;1;4;2;0;3;3;1;0;2;0;0;0;0;0;0,00;0,00;0,00;0,10;0,00;0,10;0,05;0,20;0,10;0,00;0,15;0,15;0,05;0,00;0,10;0,00;0,00;0,00;0,00;0,00
S97;Zerquetschung des oberen Sprunggelenkes und des Fußes;6;6,6667;8,6641;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0,00;0,1667;0,00;0,1667;0,1667;0,00;0,1667;0,00;0,00;0,00;0,1667;0,00;0,00;0,1667;0,00;0,00;0,00;0,00;0,00;0,00
S98;Traumatische Amputation am oberen Sprunggelenk und Fuß;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
S99;Sonstige und nicht näher bezeichnete Verletzungen der Knöchelregion und des Fußes;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
T00;Oberflächliche Verletzungen mit Beteiligung mehrerer Körperregionen;7;3,7143;2,3604;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;1;0,00;0,00;0,1429;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1429;0,00;0,1429;0,00;0,00;0,2857;0,00;0,00;0,1429;0,1429
T01;Offene Wunden mit Beteiligung mehrerer Körperregionen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T02;Frakturen mit Beteiligung mehrerer Körperregionen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T03;Luxationen, Verstauchungen und Zerrungen mit Beteiligung mehrerer Körperregionen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T04;Zerquetschungen mit Beteiligung mehrerer Körperregionen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T05;Traumatische Amputationen mit Beteiligung mehrerer Körperregionen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T06;Sonstige Verletzungen mit Beteiligung mehrerer Körperregionen, anderenorts nicht klassifiziert;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T07;Nicht näher bezeichnete multiple Verletzungen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T08;Fraktur der Wirbelsäule, Höhe nicht näher bezeichnet;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
T09;Sonstige Verletzungen der Wirbelsäule und des Rumpfes, Höhe nicht näher bezeichnet;12;4,0833;3,8485;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5;3;1;0;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0833;0,00;0,00;0,00;0,00;0,0833;0,4167;0,25;0,0833;0,00;0,0833
T10;Fraktur der oberen Extremität, Höhe nicht näher bezeichnet;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T11;Sonstige Verletzungen der oberen Extremität, Höhe nicht näher bezeichnet;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
T12;Fraktur der unteren Extremität, Höhe nicht näher bezeichnet;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
T13;Sonstige Verletzungen der unteren Extremität, Höhe nicht näher bezeichnet;2;1,50;0,7071;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T14;Verletzung an einer nicht näher bezeichneten Körperregion;67;3,2836;3,5326;0;1;1;1;4;1;1;5;4;3;5;6;4;11;3;8;5;2;0;2;0,00;0,0149;0,0149;0,0149;0,0597;0,0149;0,0149;0,0746;0,0597;0,0448;0,0746;0,0896;0,0597;0,1642;0,0448;0,1194;0,0746;0,0299;0,00;0,0299
T15;Fremdkörper im äußeren Auge;7;2,00;1,4142;0;0;1;0;0;0;0;1;0;1;2;0;0;1;0;0;0;1;0;0;0,00;0,00;0,1429;0,00;0,00;0,00;0,00;0,1429;0,00;0,1429;0,2857;0,00;0,00;0,1429;0,00;0,00;0,00;0,1429;0,00;0,00
T16;Fremdkörper im Ohr;10;1,10;0,3162;0;3;3;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0,00;0,30;0,30;0,00;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,20;0,00;0,00;0,00;0,00
T17;Fremdkörper in den Atemwegen;54;2,8704;6,4517;1;13;3;1;2;1;1;3;0;5;3;0;1;4;2;4;2;2;6;0;0,0185;0,2407;0,0556;0,0185;0,037;0,0185;0,0185;0,0556;0,00;0,0926;0,0556;0,00;0,0185;0,0741;0,037;0,0741;0,037;0,037;0,1111;0,00
T18;Fremdkörper im Verdauungstrakt;39;1,4615;1,2106;0;2;1;0;0;2;0;5;2;1;3;3;3;4;2;5;1;3;2;0;0,00;0,0513;0,0256;0,00;0,00;0,0513;0,00;0,1282;0,0513;0,0256;0,0769;0,0769;0,0769;0,1026;0,0513;0,1282;0,0256;0,0769;0,0513;0,00
T19;Fremdkörper im Urogenitaltrakt;54;2,5556;2,2792;0;0;0;2;2;0;1;0;4;4;4;2;2;5;4;7;6;5;2;4;0,00;0,00;0,00;0,037;0,037;0,00;0,0185;0,00;0,0741;0,0741;0,0741;0,037;0,037;0,0926;0,0741;0,1296;0,1111;0,0926;0,037;0,0741
T20;Verbrennung oder Verätzung des Kopfes und des Halses;5;2,60;1,9494;0;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0,00;0,40;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,20;0,00;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T21;Verbrennung oder Verätzung des Rumpfes;5;5,80;2,49;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0,00;0,40;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,00
